Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
1050R_S2_R_Male_week5_S69_L001_R1_001	1050R_S2_R_Male_week5_S69_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126243.0	0.0	301.0	51.0	4.020816995793827	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1050R_S2_R_Male_week5_S69_L001_R2_001	1050R_S2_R_Male_week5_S69_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126243.0	0.0	301.0	52.0	7.781817605728635	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
1050R_S2_R_Male_week9_S83_L001_R1_001	1050R_S2_R_Male_week9_S83_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	134666.0	0.0	301.0	51.0	4.4458140881885555	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1050R_S2_R_Male_week9_S83_L001_R2_001	1050R_S2_R_Male_week9_S83_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	134666.0	0.0	301.0	53.0	8.133456106218349	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
1127R_S2_0_Female_week5_S62_L001_R1_001	1127R_S2_0_Female_week5_S62_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	153408.0	0.0	301.0	51.0	3.705152273675428	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1127R_S2_0_Female_week5_S62_L001_R2_001	1127R_S2_0_Female_week5_S62_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	153408.0	0.0	301.0	53.0	8.159939507717981	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
1127R_S2_0_Female_week9_S76_L001_R1_001	1127R_S2_0_Female_week9_S76_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	142820.0	0.0	301.0	51.0	3.789385240162442	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1127R_S2_0_Female_week9_S76_L001_R2_001	1127R_S2_0_Female_week9_S76_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	142820.0	0.0	301.0	53.0	7.5689679316622325	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
1127R_S2_R_Female_week5_S63_L001_R1_001	1127R_S2_R_Female_week5_S63_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	137987.0	0.0	301.0	51.0	3.9032662497191764	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
1127R_S2_R_Female_week5_S63_L001_R2_001	1127R_S2_R_Female_week5_S63_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	137987.0	0.0	301.0	52.0	7.955097219303267	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
1127R_S2_R_Female_week9_S77_L001_R1_001	1127R_S2_R_Female_week9_S77_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	270732.0	0.0	301.0	51.0	3.0912489103615384	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
1127R_S2_R_Female_week9_S77_L001_R2_001	1127R_S2_R_Female_week9_S77_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	270732.0	0.0	301.0	53.0	6.503848824667938	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2514R_S2_L_Male_week5_S71_L001_R1_001	2514R_S2_L_Male_week5_S71_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86345.0	0.0	301.0	51.0	5.301986218078638	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2514R_S2_L_Male_week5_S71_L001_R2_001	2514R_S2_L_Male_week5_S71_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86345.0	0.0	301.0	53.0	7.558052000694887	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
2514R_S2_L_Male_week9_S85_L001_R1_001	2514R_S2_L_Male_week9_S85_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	210517.0	0.0	301.0	51.0	3.530831239282338	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2514R_S2_L_Male_week9_S85_L001_R2_001	2514R_S2_L_Male_week9_S85_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	210517.0	0.0	301.0	53.0	7.834046656564553	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2514R_S2_R_Male_week5_S72_L001_R1_001	2514R_S2_R_Male_week5_S72_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	123219.0	0.0	301.0	51.0	3.992079143638562	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2514R_S2_R_Male_week5_S72_L001_R2_001	2514R_S2_R_Male_week5_S72_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	123219.0	0.0	301.0	53.0	7.30325680292812	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2514R_S2_R_Male_week9_S86_L001_R1_001	2514R_S2_R_Male_week9_S86_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	222701.0	0.0	301.0	50.0	3.229891199410869	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2514R_S2_R_Male_week9_S86_L001_R2_001	2514R_S2_R_Male_week9_S86_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	222701.0	0.0	301.0	52.0	6.7826368089950195	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_0_Female_week5_S37_L001_R1_001	2808_NS1_0_Female_week5_S37_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	281496.0	0.0	301.0	50.0	2.9325461107795494	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_0_Female_week5_S37_L001_R2_001	2808_NS1_0_Female_week5_S37_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	281496.0	0.0	301.0	52.0	6.866882655526188	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_0_Female_week9_S49_L001_R1_001	2808_NS1_0_Female_week9_S49_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	136360.0	0.0	301.0	51.0	3.6792314461718982	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_0_Female_week9_S49_L001_R2_001	2808_NS1_0_Female_week9_S49_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	136360.0	0.0	301.0	52.0	7.74860662951012	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_L_Female_week5_S38_L001_R1_001	2808_NS1_L_Female_week5_S38_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	150940.0	0.0	301.0	51.0	3.6179939048628595	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_L_Female_week5_S38_L001_R2_001	2808_NS1_L_Female_week5_S38_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	150940.0	0.0	301.0	53.0	8.482178349012854	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_L_Female_week9_S50_L001_R1_001	2808_NS1_L_Female_week9_S50_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	111522.0	0.0	301.0	51.0	3.951686662721257	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_L_Female_week9_S50_L001_R2_001	2808_NS1_L_Female_week9_S50_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	111522.0	0.0	301.0	52.0	8.088090242284034	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_RR_Female_week5_S40_L001_R1_001	2808_NS1_RR_Female_week5_S40_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58575.0	0.0	301.0	51.0	5.930857874519846	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_RR_Female_week5_S40_L001_R2_001	2808_NS1_RR_Female_week5_S40_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58575.0	0.0	301.0	52.0	8.31924882629108	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_RR_Female_week9_S52_L001_R1_001	2808_NS1_RR_Female_week9_S52_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	135400.0	0.0	301.0	51.0	3.769571639586411	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_RR_Female_week9_S52_L001_R2_001	2808_NS1_RR_Female_week9_S52_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	135400.0	0.0	301.0	53.0	7.88109305760709	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_R_Female_week5_S39_L001_R1_001	2808_NS1_R_Female_week5_S39_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	157952.0	0.0	301.0	50.0	3.434587722852512	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_R_Female_week5_S39_L001_R2_001	2808_NS1_R_Female_week5_S39_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	157952.0	0.0	301.0	52.0	8.051813209076176	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_R_Female_week9_S51_L001_R1_001	2808_NS1_R_Female_week9_S51_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	122054.0	0.0	301.0	51.0	4.273518278794632	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2808_NS1_R_Female_week9_S51_L001_R2_001	2808_NS1_R_Female_week9_S51_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	122054.0	0.0	301.0	53.0	8.597014436233144	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_0_Male_week5_S43_L001_R1_001	2824_NS1_0_Male_week5_S43_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108183.0	0.0	301.0	50.0	3.788950204745663	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_0_Male_week5_S43_L001_R2_001	2824_NS1_0_Male_week5_S43_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108183.0	0.0	301.0	52.0	8.864609042086096	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_0_Male_week9_S55_L001_R1_001	2824_NS1_0_Male_week9_S55_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	180766.0	0.0	301.0	51.0	4.024540013055552	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_0_Male_week9_S55_L001_R2_001	2824_NS1_0_Male_week9_S55_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	180766.0	0.0	301.0	52.0	6.647820939778498	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_L_Male_week5_S44_L001_R1_001	2824_NS1_L_Male_week5_S44_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	151606.0	0.0	301.0	51.0	3.3712386053322425	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_L_Male_week5_S44_L001_R2_001	2824_NS1_L_Male_week5_S44_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	151606.0	0.0	301.0	52.0	7.7899291584765775	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_L_Male_week9_S56_L001_R1_001	2824_NS1_L_Male_week9_S56_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127518.0	0.0	301.0	51.0	5.005567841402782	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_L_Male_week9_S56_L001_R2_001	2824_NS1_L_Male_week9_S56_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127518.0	0.0	301.0	53.0	8.16041656864129	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_R_Male_week5_S45_L001_R1_001	2824_NS1_R_Male_week5_S45_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139291.0	0.0	301.0	50.0	3.5716593319022762	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_R_Male_week5_S45_L001_R2_001	2824_NS1_R_Male_week5_S45_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139291.0	0.0	301.0	52.0	7.302697230976876	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_R_Male_week9_S57_L001_R1_001	2824_NS1_R_Male_week9_S57_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118649.0	0.0	301.0	51.0	3.860125243364883	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2824_NS1_R_Male_week9_S57_L001_R2_001	2824_NS1_R_Male_week9_S57_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118649.0	0.0	301.0	52.0	8.211615774258526	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2864_NS1_R_Male_week5_S46_L001_R1_001	2864_NS1_R_Male_week5_S46_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91927.0	0.0	301.0	50.0	3.862847694366182	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2864_NS1_R_Male_week5_S46_L001_R2_001	2864_NS1_R_Male_week5_S46_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91927.0	0.0	301.0	52.0	8.669922873584476	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2864_NS1_R_Male_week9_S58_L001_R1_001	2864_NS1_R_Male_week9_S58_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	142672.0	0.0	301.0	50.0	3.829062464954581	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2864_NS1_R_Male_week9_S58_L001_R2_001	2864_NS1_R_Male_week9_S58_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	142672.0	0.0	301.0	52.0	8.167685320174947	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2893_NS1_0_Male_week5_S47_L001_R1_001	2893_NS1_0_Male_week5_S47_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	106362.0	0.0	301.0	51.0	3.7908275511930953	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2893_NS1_0_Male_week5_S47_L001_R2_001	2893_NS1_0_Male_week5_S47_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	106362.0	0.0	301.0	52.0	8.678851469509787	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2893_NS1_0_Male_week9_S59_L001_R1_001	2893_NS1_0_Male_week9_S59_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	148750.0	0.0	301.0	51.0	3.582521008403362	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2893_NS1_0_Male_week9_S59_L001_R2_001	2893_NS1_0_Male_week9_S59_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	148750.0	0.0	301.0	53.0	7.8494117647058825	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2893_NS1_R_Male_week5_S48_L001_R1_001	2893_NS1_R_Male_week5_S48_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108965.0	0.0	301.0	50.0	3.8819804524388566	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2893_NS1_R_Male_week5_S48_L001_R2_001	2893_NS1_R_Male_week5_S48_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108965.0	0.0	301.0	52.0	8.251273344651953	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2893_NS1_R_Male_week9_S60_L001_R1_001	2893_NS1_R_Male_week9_S60_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	184640.0	0.0	301.0	51.0	3.486243500866551	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2893_NS1_R_Male_week9_S60_L001_R2_001	2893_NS1_R_Male_week9_S60_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	184640.0	0.0	301.0	53.0	7.46317157712305	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2999_NS1_0_Female_week5_S41_L001_R1_001	2999_NS1_0_Female_week5_S41_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88526.0	0.0	301.0	51.0	3.8655310304317374	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2999_NS1_0_Female_week5_S41_L001_R2_001	2999_NS1_0_Female_week5_S41_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88526.0	0.0	301.0	52.0	8.271016424553238	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2999_NS1_0_Female_week9_S53_L001_R1_001	2999_NS1_0_Female_week9_S53_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	97411.0	0.0	301.0	51.0	3.7932061060865814	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2999_NS1_0_Female_week9_S53_L001_R2_001	2999_NS1_0_Female_week9_S53_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	97411.0	0.0	301.0	53.0	8.913777704776669	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2999_NS1_R_Female_week5_S42_L001_R1_001	2999_NS1_R_Female_week5_S42_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	219202.0	0.0	301.0	51.0	2.8936779773907175	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2999_NS1_R_Female_week5_S42_L001_R2_001	2999_NS1_R_Female_week5_S42_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	219202.0	0.0	301.0	53.0	6.367186430780741	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2999_NS1_R_Female_week9_S54_L001_R1_001	2999_NS1_R_Female_week9_S54_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	152352.0	0.0	301.0	51.0	3.3658895190086113	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2999_NS1_R_Female_week9_S54_L001_R2_001	2999_NS1_R_Female_week9_S54_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	152352.0	0.0	301.0	53.0	7.21027620247847	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_0_Female_week5_S64_L001_R1_001	3995R_S2_0_Female_week5_S64_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	188501.0	0.0	301.0	51.0	3.6143044333982313	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_0_Female_week5_S64_L001_R2_001	3995R_S2_0_Female_week5_S64_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	188501.0	0.0	301.0	53.0	7.480066418745788	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_0_Female_week9_S78_L001_R1_001	3995R_S2_0_Female_week9_S78_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	130398.0	0.0	301.0	51.0	4.416478780349392	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_0_Female_week9_S78_L001_R2_001	3995R_S2_0_Female_week9_S78_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	130398.0	0.0	301.0	53.0	6.832926885381678	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_L_Female_week5_S65_L001_R1_001	3995R_S2_L_Female_week5_S65_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121840.0	0.0	301.0	51.0	3.854235062376888	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_L_Female_week5_S65_L001_R2_001	3995R_S2_L_Female_week5_S65_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121840.0	0.0	301.0	53.0	8.859159553512804	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_L_Female_week9_S79_L001_R1_001	3995R_S2_L_Female_week9_S79_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139757.0	0.0	301.0	50.0	4.170095236732328	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_L_Female_week9_S79_L001_R2_001	3995R_S2_L_Female_week9_S79_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139757.0	0.0	301.0	52.0	7.6353957225756135	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_RR_Female_week5_S67_L001_R1_001	3995R_S2_RR_Female_week5_S67_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115957.0	0.0	301.0	51.0	3.8531524616883845	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_RR_Female_week5_S67_L001_R2_001	3995R_S2_RR_Female_week5_S67_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115957.0	0.0	301.0	52.0	7.8304888881223205	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_RR_Female_week9_S81_L001_R1_001	3995R_S2_RR_Female_week9_S81_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	216065.0	0.0	301.0	51.0	3.402216925462245	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_RR_Female_week9_S81_L001_R2_001	3995R_S2_RR_Female_week9_S81_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	216065.0	0.0	301.0	53.0	6.481382917177701	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
3995R_S2_R_Female_week5_S66_L001_R1_001	3995R_S2_R_Female_week5_S66_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110814.0	0.0	301.0	51.0	4.400166044001661	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
