Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
1050R_S2_RR_Male_week9_S84_L001_R1_001	(1.0, 2.8076644273083753)	(2.0, 1.2111941278203644)	(3.0, 0.698634124623999)	(4.0, 0.3812807150725746)	(5.0, 0.20833452245731998)	(6.0, 0.20890530197090165)	(7.0, 0.17180463358809125)	(8.0, 0.155252027694222)	(9.0, 0.12328837493364689)	('>10', 2.095902373871997)	('>50', 0.9412154178962209)	('>100', 14.320287216251234)	('>500', 13.72724730163985)	('>1k', 59.911871643102984)	('>5k', 3.037117791768218)	('>10k+', 0.0)
1050R_S2_RR_Male_week9_S84_L001_R2_001	(1.0, 5.368752104749457)	(2.0, 1.4817436172580893)	(3.0, 0.7928127443649793)	(4.0, 0.5182677983321823)	(5.0, 0.37100668382810403)	(6.0, 0.25342610403027416)	(7.0, 0.2317364825141696)	(8.0, 0.155252027694222)	(9.0, 0.16438449991152917)	('>10', 3.296251690934309)	('>50', 3.0662275469608846)	('>100', 6.366474694490265)	('>500', 8.50861020896238)	('>1k', 69.42505379596916)	('>5k', 0.0)	('>10k+', 0.0)
1050R_S2_R_Male_week5_S69_L001_R1_001	(1.0, 2.6710391863311234)	(2.0, 1.1866004451731977)	(3.0, 0.6986525985599201)	(4.0, 0.4467574439770918)	(5.0, 0.26140063211425585)	(6.0, 0.21862598322283217)	(7.0, 0.17743558058664638)	(8.0, 0.1584246255237914)	(9.0, 0.08554929778284737)	('>10', 2.5371703777635193)	('>50', 2.2654721449902175)	('>100', 17.84019708023415)	('>500', 14.53783576119072)	('>1k', 51.59731628684363)	('>5k', 5.317522555706059)	('>10k+', 0.0)
1050R_S2_R_Male_week5_S69_L001_R2_001	(1.0, 6.035978232456453)	(2.0, 1.5715722851960108)	(3.0, 0.8554929778284737)	(4.0, 0.5798341294170766)	(5.0, 0.36833725434281506)	(6.0, 0.26140063211425585)	(7.0, 0.17743558058664638)	(8.0, 0.21545749071235631)	(9.0, 0.1639694874171241)	('>10', 4.516686073683293)	('>50', 3.8703136015462243)	('>100', 10.681780375941637)	('>500', 10.536821843587367)	('>1k', 60.16492003517027)	('>5k', 0.0)	('>10k+', 0.0)
1050R_S2_R_Male_week9_S83_L001_R1_001	(1.0, 3.1611542631399168)	(2.0, 1.1762434467497365)	(3.0, 0.6126267951821543)	(4.0, 0.3475264729033312)	(5.0, 0.32673429076381566)	(6.0, 0.20495150966093895)	(7.0, 0.16633745711612433)	(8.0, 0.18415932752142336)	(9.0, 0.12698082663775564)	('>10', 2.09109946088842)	('>50', 1.4576804835667503)	('>100', 18.51321046143793)	('>500', 17.11567879048906)	('>1k', 46.43562591894019)	('>5k', 8.07999049500245)	('>10k+', 0.0)
1050R_S2_R_Male_week9_S83_L001_R2_001	(1.0, 6.338645240818024)	(2.0, 1.6054534923440216)	(3.0, 0.8821825850623024)	(4.0, 0.5762404764380021)	(5.0, 0.5272303328234298)	(6.0, 0.351981940504656)	(7.0, 0.23911009460442872)	(8.0, 0.22574369180045445)	(9.0, 0.1737632364516656)	('>10', 4.557200778221674)	('>50', 3.0601636641765553)	('>100', 7.704988638557617)	('>500', 13.211204015861464)	('>1k', 60.5460918123357)	('>5k', 0.0)	('>10k+', 0.0)
1127R_S2_0_Female_week5_S62_L001_R1_001	(1.0, 2.533114309553609)	(2.0, 1.082081768877764)	(3.0, 0.5886264080100125)	(4.0, 0.3311430955360868)	(5.0, 0.23466833541927412)	(6.0, 0.16035669586983728)	(7.0, 0.2007717980809345)	(8.0, 0.09386733416770963)	(9.0, 0.08800062578222778)	('>10', 2.1022371714643304)	('>50', 1.2515644555694618)	('>100', 16.838756779307467)	('>500', 15.76514914476429)	('>1k', 38.19748644138507)	('>5k', 20.53217563621193)	('>10k+', 0.0)
1127R_S2_0_Female_week5_S62_L001_R2_001	(1.0, 6.416875260742596)	(2.0, 1.5931372549019607)	(3.0, 0.8213391739674593)	(4.0, 0.5605965790571548)	(5.0, 0.371558197747184)	(6.0, 0.3246245306633292)	(7.0, 0.2464017521902378)	(8.0, 0.25552774301209846)	(9.0, 0.2464017521902378)	('>10', 3.3127346683354193)	('>50', 3.803582603254067)	('>100', 11.639549436795996)	('>500', 10.534652690863581)	('>1k', 59.873018356278685)	('>5k', 0.0)	('>10k+', 0.0)
1127R_S2_0_Female_week9_S76_L001_R1_001	(1.0, 2.6361854082061336)	(2.0, 1.074079260607758)	(3.0, 0.5167343509312421)	(4.0, 0.37809830555944546)	(5.0, 0.28357372916958407)	(6.0, 0.13443495308780282)	(7.0, 0.12253185828315363)	(8.0, 0.12883349670914437)	(9.0, 0.1323344069458059)	('>10', 1.6888390981655228)	('>50', 1.62722307800028)	('>100', 16.41156700742193)	('>500', 16.182607477944266)	('>1k', 54.528777482145365)	('>5k', 4.154180086822574)	('>10k+', 0.0)
1127R_S2_0_Female_week9_S76_L001_R2_001	(1.0, 5.8066097185268175)	(2.0, 1.6202212575269568)	(3.0, 0.8486206413667553)	(4.0, 0.5993558325164542)	(5.0, 0.45861924100266066)	(6.0, 0.3486906595714886)	(7.0, 0.17154460159641505)	(8.0, 0.24646408066097183)	(9.0, 0.12603276851981515)	('>10', 4.012743313261448)	('>50', 4.599495868925921)	('>100', 5.457919058955328)	('>500', 15.20095224758437)	('>1k', 60.5027307099846)	('>5k', 0.0)	('>10k+', 0.0)
1127R_S2_R_Female_week5_S63_L001_R1_001	(1.0, 2.640828483842681)	(2.0, 1.182720111314834)	(3.0, 0.6087529984708705)	(4.0, 0.3304659134556154)	(5.0, 0.3007529694826324)	(6.0, 0.11305412828744738)	(7.0, 0.16233413292556545)	(8.0, 0.144941190112112)	(9.0, 0.1434917782109909)	('>10', 2.249487270539978)	('>50', 1.4457883713683173)	('>100', 17.04653336908549)	('>500', 18.758288824309535)	('>1k', 50.66274359178763)	('>5k', 4.209816866806293)	('>10k+', 0.0)
1127R_S2_R_Female_week5_S63_L001_R2_001	(1.0, 6.083181749005341)	(2.0, 1.7219013385318906)	(3.0, 0.8805177299310805)	(4.0, 0.6261459412843239)	(5.0, 0.43482357033633606)	(6.0, 0.3478588562690688)	(7.0, 0.253647082696196)	(8.0, 0.2029176661569568)	(9.0, 0.22176002087153138)	('>10', 3.9721133150224297)	('>50', 3.5387391565872144)	('>100', 12.691050606216528)	('>500', 12.714965902585027)	('>1k', 56.31037706450608)	('>5k', 0.0)	('>10k+', 0.0)
1127R_S2_R_Female_week9_S77_L001_R1_001	(1.0, 1.9521150067225153)	(2.0, 0.993602529438707)	(3.0, 0.5939453038429148)	(4.0, 0.46540490226497055)	(5.0, 0.2936483311909933)	(6.0, 0.2748105137183635)	(7.0, 0.21718895439031957)	(8.0, 0.11524311865608794)	(9.0, 0.13629714994902709)	('>10', 1.5513496742165684)	('>50', 0.9171431526380333)	('>100', 7.8287753202428965)	('>500', 10.026520692049703)	('>1k', 48.05822732443893)	('>5k', 21.92463395535068)	('>10k+', 4.651094070889292)
1127R_S2_R_Female_week9_S77_L001_R2_001	(1.0, 4.972814443804205)	(2.0, 1.3090436298627426)	(3.0, 0.8399450378972563)	(4.0, 0.5304138409940458)	(5.0, 0.3767563494525952)	(6.0, 0.29032401046052925)	(7.0, 0.23787361671320714)	(8.0, 0.23935109259341342)	(9.0, 0.2094322060192367)	('>10', 2.5811503627203285)	('>50', 3.5230412363518164)	('>100', 4.403986229924796)	('>500', 3.896473265073948)	('>1k', 72.87021851868268)	('>5k', 3.7191761594491974)	('>10k+', 0.0)
2514R_S2_L_Male_week5_S71_L001_R1_001	(1.0, 3.7408072268226302)	(2.0, 1.3318663501071284)	(3.0, 0.7331055648850542)	(4.0, 0.5420116972609879)	(5.0, 0.3126990561121084)	(6.0, 0.26405698071689154)	(7.0, 0.18646128901499798)	(8.0, 0.13897735827204818)	(9.0, 0.2084660374080723)	('>10', 3.0204412531125135)	('>50', 3.6562626672071343)	('>100', 26.097631594186115)	('>500', 12.287914760553594)	('>1k', 47.479298164340726)	('>5k', 0.0)	('>10k+', 0.0)
2514R_S2_L_Male_week5_S71_L001_R2_001	(1.0, 5.87410967629857)	(2.0, 1.5681278591696102)	(3.0, 0.7609010365394637)	(4.0, 0.4493601250796225)	(5.0, 0.2837454398054317)	(6.0, 0.13202849035844577)	(7.0, 0.11349817592217266)	(8.0, 0.13897735827204818)	(9.0, 0.05211650935201807)	('>10', 6.002663732700214)	('>50', 2.860617291099658)	('>100', 14.004285135213387)	('>500', 28.459088540158668)	('>1k', 39.30048063003069)	('>5k', 0.0)	('>10k+', 0.0)
2514R_S2_L_Male_week9_S85_L001_R1_001	(1.0, 2.3052770085076264)	(2.0, 1.1524009937439732)	(3.0, 0.55007434078958)	(4.0, 0.39331740429514006)	(5.0, 0.2968881373000755)	(6.0, 0.23941059391878092)	(7.0, 0.19950882826565075)	(8.0, 0.15960706261252058)	(9.0, 0.1325308644907537)	('>10', 2.0140891234437124)	('>50', 1.1856524651215816)	('>100', 11.266548544773105)	('>500', 13.325289644066752)	('>1k', 46.7776949129999)	('>5k', 20.001710075670847)	('>10k+', 0.0)
2514R_S2_L_Male_week9_S85_L001_R2_001	(1.0, 6.0626932741773825)	(2.0, 1.5732696171805602)	(3.0, 0.900639853313509)	(4.0, 0.6175273255841571)	(5.0, 0.4298940228105094)	(6.0, 0.3534156386420099)	(7.0, 0.2959380952607153)	(8.0, 0.2432107620762219)	(9.0, 0.22230983721029654)	('>10', 2.756071956184061)	('>50', 4.4338461976942485)	('>100', 7.600336314881933)	('>500', 7.521482825615033)	('>1k', 66.98936427936935)	('>5k', 0.0)	('>10k+', 0.0)
2514R_S2_R_Male_week5_S72_L001_R1_001	(1.0, 2.682216216654899)	(2.0, 1.2140984750728379)	(3.0, 0.6086723638399922)	(4.0, 0.37981155503615516)	(5.0, 0.25158457705386345)	(6.0, 0.14608136732159813)	(7.0, 0.14770449362517143)	(8.0, 0.181790146000211)	(9.0, 0.14608136732159813)	('>10', 2.639203369610206)	('>50', 2.505295449565408)	('>100', 19.110689098272182)	('>500', 7.828338162134087)	('>1k', 57.01799235507511)	('>5k', 5.14044100341668)	('>10k+', 0.0)
2514R_S2_R_Male_week5_S72_L001_R2_001	(1.0, 5.598162621024355)	(2.0, 1.5646937566446733)	(3.0, 0.8253597253670295)	(4.0, 0.4609678702148208)	(5.0, 0.36520341830399533)	(6.0, 0.33111776592895575)	(7.0, 0.22155674043775717)	(8.0, 0.207760166857384)	(9.0, 0.1387772989555182)	('>10', 4.475770782103409)	('>50', 2.8104431946371906)	('>100', 14.341132455222002)	('>500', 10.522727826065784)	('>1k', 58.13632637823712)	('>5k', 0.0)	('>10k+', 0.0)
2514R_S2_R_Male_week9_S86_L001_R1_001	(1.0, 2.1131472243052345)	(2.0, 1.0345710167444242)	(3.0, 0.5940700760212123)	(4.0, 0.3789834800921415)	(5.0, 0.26492921001701836)	(6.0, 0.1320155724491583)	(7.0, 0.1005832932945968)	(8.0, 0.10417555376940382)	(9.0, 0.13740396316136883)	('>10', 1.974396163465813)	('>50', 0.5406352014584577)	('>100', 9.715268454115607)	('>500', 12.553603261772512)	('>1k', 65.56728528385594)	('>5k', 4.7889322454771195)	('>10k+', 0.0)
2514R_S2_R_Male_week9_S86_L001_R2_001	(1.0, 5.179590572112383)	(2.0, 1.4054719107682498)	(3.0, 0.8850431744805817)	(4.0, 0.5783539364439315)	(5.0, 0.38841316383850993)	(6.0, 0.31522085666431676)	(7.0, 0.29860665196833425)	(8.0, 0.15446720041670223)	(9.0, 0.16569301440047418)	('>10', 2.823516733198324)	('>50', 3.41938293945694)	('>100', 6.63400703184988)	('>500', 7.372216559422724)	('>1k', 70.38001625497866)	('>5k', 0.0)	('>10k+', 0.0)
2808_NS1_0_Female_week5_S37_L001_R1_001	(1.0, 1.8511808338306763)	(2.0, 0.9065848182567426)	(3.0, 0.5786938357916276)	(4.0, 0.4021371529257965)	(5.0, 0.32504902378719414)	(6.0, 0.2131469008440617)	(7.0, 0.20888396282718052)	(8.0, 0.1477818512518828)	(9.0, 0.11829652996845426)	('>10', 1.906243783215392)	('>50', 1.3598772273851139)	('>100', 6.410748287719896)	('>500', 9.39302867536306)	('>1k', 32.20329951402507)	('>5k', 35.0161281154972)	('>10k+', 8.958919487310654)
2808_NS1_0_Female_week5_S37_L001_R2_001	(1.0, 5.229203967374314)	(2.0, 1.3925597521812032)	(3.0, 0.8227470372580783)	(4.0, 0.5527609628556001)	(5.0, 0.45471338846733167)	(6.0, 0.34742944837582057)	(7.0, 0.2834853781226021)	(8.0, 0.272828033080399)	(9.0, 0.20462102481029926)	('>10', 3.2480035240287606)	('>50', 2.0536703896325346)	('>100', 11.1863046011311)	('>500', 8.346122147383978)	('>1k', 59.126239804473244)	('>5k', 6.479310540824737)	('>10k+', 0.0)
2808_NS1_0_Female_week9_S49_L001_R1_001	(1.0, 2.4721325902024054)	(2.0, 1.1352302728072747)	(3.0, 0.6006160164271047)	(4.0, 0.32267527134056906)	(5.0, 0.25300674684658253)	(6.0, 0.215605749486653)	(7.0, 0.16427104722792607)	(8.0, 0.0880023467292461)	(9.0, 0.09240246406570841)	('>10', 2.2528600762687008)	('>50', 1.4483719565855089)	('>100', 13.006746846582576)	('>500', 18.601496039894396)	('>1k', 55.5082135523614)	('>5k', 3.8383690231739513)	('>10k+', 0.0)
2808_NS1_0_Female_week9_S49_L001_R2_001	(1.0, 5.8968905837489)	(2.0, 1.7043121149897331)	(3.0, 0.82062188325022)	(4.0, 0.5162804341449105)	(5.0, 0.3850102669404517)	(6.0, 0.29040774420651216)	(7.0, 0.2669404517453799)	(8.0, 0.1408037547667938)	(9.0, 0.19800528014080376)	('>10', 5.24787327662071)	('>50', 3.6403637430331472)	('>100', 14.686858316221766)	('>500', 19.856996186564977)	('>1k', 46.348635963625696)	('>5k', 0.0)	('>10k+', 0.0)
2808_NS1_L_Female_week5_S38_L001_R1_001	(1.0, 2.4095667152510933)	(2.0, 1.0706240890420036)	(3.0, 0.5982509606466145)	(4.0, 0.3975089439512389)	(5.0, 0.3113820060951371)	(6.0, 0.20272956141513185)	(7.0, 0.217967404266596)	(8.0, 0.1060023850536637)	(9.0, 0.13117795150390882)	('>10', 2.1869617066383995)	('>50', 1.7377765999734993)	('>100', 15.118590168278786)	('>500', 12.732873989664768)	('>1k', 47.23267523519279)	('>5k', 15.545912283026366)	('>10k+', 0.0)
2808_NS1_L_Female_week5_S38_L001_R2_001	(1.0, 6.529084404399099)	(2.0, 1.7397641446932555)	(3.0, 0.950046376043461)	(4.0, 0.585663177421492)	(5.0, 0.5200742016695376)	(6.0, 0.40148403339075134)	(7.0, 0.2921690738041606)	(8.0, 0.2809063203922088)	(9.0, 0.26831853716708626)	('>10', 3.60209354710481)	('>50', 2.9978799522989266)	('>100', 20.83344375248443)	('>500', 4.394461375380946)	('>1k', 56.60461110374983)	('>5k', 0.0)	('>10k+', 0.0)
2808_NS1_L_Female_week9_S50_L001_R1_001	(1.0, 2.7949642223059126)	(2.0, 1.1154749735478202)	(3.0, 0.5245601764674235)	(4.0, 0.2582450099531931)	(5.0, 0.2510715374544933)	(6.0, 0.1829235487168451)	(7.0, 0.11298219185452198)	(8.0, 0.0932551424830975)	(9.0, 0.1049120352934847)	('>10', 1.9798784096411468)	('>50', 1.572783845339933)	('>100', 17.47547569089507)	('>500', 21.871917648535717)	('>1k', 51.66155556751134)	('>5k', 0.0)	('>10k+', 0.0)
2808_NS1_L_Female_week9_S50_L001_R2_001	(1.0, 6.209537131687021)	(2.0, 1.642725202202256)	(3.0, 0.790875342981654)	(4.0, 0.4985563386596367)	(5.0, 0.3721238858700526)	(6.0, 0.35508688868564053)	(7.0, 0.20713401839995696)	(8.0, 0.24389806495579347)	(9.0, 0.2582450099531931)	('>10', 6.071447786087051)	('>50', 2.7546134395007265)	('>100', 19.874105557647816)	('>500', 23.416904287943186)	('>1k', 37.30474704542601)	('>5k', 0.0)	('>10k+', 0.0)
2808_NS1_RR_Female_week5_S40_L001_R1_001	(1.0, 4.2765685019206146)	(2.0, 1.3282116944088773)	(3.0, 0.7221510883482715)	(4.0, 0.5121638924455826)	(5.0, 0.3841229193341869)	(6.0, 0.24583866837387963)	(7.0, 0.1792573623559539)	(8.0, 0.20486555697823303)	(9.0, 0.2151088348271447)	('>10', 4.872385830132309)	('>50', 4.626547161758429)	('>100', 25.975245411865128)	('>500', 15.404182671788305)	('>1k', 41.05335040546308)	('>5k', 0.0)	('>10k+', 0.0)
2808_NS1_RR_Female_week5_S40_L001_R2_001	(1.0, 6.460093896713614)	(2.0, 1.478446436192915)	(3.0, 0.8092189500640204)	(4.0, 0.4302176696542894)	(5.0, 0.3499786598378148)	(6.0, 0.3687580025608195)	(7.0, 0.3585147247119078)	(8.0, 0.19120785317968417)	(9.0, 0.24583866837387963)	('>10', 5.871105420401195)	('>50', 5.794280836534357)	('>100', 27.503201024327783)	('>500', 33.25480153649168)	('>1k', 16.884336320956038)	('>5k', 0.0)	('>10k+', 0.0)
2808_NS1_RR_Female_week9_S52_L001_R1_001	(1.0, 2.555391432791728)	(2.0, 1.10192023633678)	(3.0, 0.587149187592319)	(4.0, 0.3692762186115214)	(5.0, 0.258493353028065)	(6.0, 0.19054652880354506)	(7.0, 0.19645494830132937)	(8.0, 0.1418020679468242)	(9.0, 0.09970457902511079)	('>10', 2.367799113737075)	('>50', 1.8190546528803544)	('>100', 14.742983751846381)	('>500', 15.187592319054652)	('>1k', 50.935007385524365)	('>5k', 9.446824224519942)	('>10k+', 0.0)
2808_NS1_RR_Female_week9_S52_L001_R2_001	(1.0, 5.984490398818316)	(2.0, 1.6927621861152142)	(3.0, 0.8663220088626293)	(4.0, 0.5022156573116691)	(5.0, 0.5022156573116691)	(6.0, 0.3190546528803545)	(7.0, 0.3153618906942393)	(8.0, 0.1949778434268833)	(9.0, 0.15952732644017725)	('>10', 5.233382570162481)	('>50', 3.2104874446085674)	('>100', 16.313146233382568)	('>500', 12.815361890694238)	('>1k', 51.890694239290994)	('>5k', 0.0)	('>10k+', 0.0)
2808_NS1_R_Female_week5_S39_L001_R1_001	(1.0, 2.277274108589951)	(2.0, 1.0420887358184765)	(3.0, 0.5868871555915721)	(4.0, 0.40771880064829824)	(5.0, 0.2817311588330632)	(6.0, 0.1519448946515397)	(7.0, 0.11965660453808753)	(8.0, 0.12155591572123178)	(9.0, 0.11395867098865477)	('>10', 2.0379608995137763)	('>50', 1.340913695299838)	('>100', 12.453783427876823)	('>500', 14.900096231766613)	('>1k', 46.14629760940032)	('>5k', 18.018132090761753)	('>10k+', 0.0)
2808_NS1_R_Female_week5_S39_L001_R2_001	(1.0, 6.1759268638573745)	(2.0, 1.6891207455429498)	(3.0, 0.8907769448946514)	(4.0, 0.5621961102106969)	(5.0, 0.4051863857374392)	(6.0, 0.3646677471636953)	(7.0, 0.29692564829821716)	(8.0, 0.2735008103727715)	(9.0, 0.21652147487844406)	('>10', 3.71821819286872)	('>50', 3.406731158833063)	('>100', 17.253975891410047)	('>500', 11.464242301458672)	('>1k', 53.282009724473255)	('>5k', 0.0)	('>10k+', 0.0)
2808_NS1_R_Female_week9_S51_L001_R1_001	(1.0, 2.9445982925590313)	(2.0, 1.2568207514706604)	(3.0, 0.6710144690055222)	(4.0, 0.4063775050387533)	(5.0, 0.2621790355088731)	(6.0, 0.19663427663165484)	(7.0, 0.1261736608386452)	(8.0, 0.11142609009127107)	(9.0, 0.1179805659789929)	('>10', 2.540678715978174)	('>50', 1.757418847395415)	('>100', 14.845068576203976)	('>500', 17.63317875694365)	('>1k', 52.67586478116244)	('>5k', 4.454585675192948)	('>10k+', 0.0)
2808_NS1_R_Female_week9_S51_L001_R2_001	(1.0, 6.742917069493831)	(2.0, 1.6074852114637783)	(3.0, 0.8504432464319072)	(4.0, 0.494862929522998)	(5.0, 0.42604093270191884)	(6.0, 0.3195306995264391)	(7.0, 0.3498451505071526)	(8.0, 0.22285218018254213)	(9.0, 0.16222327822111526)	('>10', 5.782686351942583)	('>50', 2.4947973847641207)	('>100', 17.42507414750848)	('>500', 14.32234912415816)	('>1k', 48.79889229357497)	('>5k', 0.0)	('>10k+', 0.0)
2824_NS1_0_Male_week5_S43_L001_R1_001	(1.0, 2.578963423088655)	(2.0, 1.0851982289269109)	(3.0, 0.5795735004575581)	(4.0, 0.3549541055433848)	(5.0, 0.19411552646903857)	(6.0, 0.22184631596461551)	(7.0, 0.15529242117523087)	(8.0, 0.16268729837405135)	(9.0, 0.0915116053354039)	('>10', 2.059473299871514)	('>50', 1.8746013699010011)	('>100', 20.899771683166488)	('>500', 10.928704140206872)	('>1k', 49.25357958274405)	('>5k', 9.559727498775224)	('>10k+', 0.0)
2824_NS1_0_Male_week5_S43_L001_R2_001	(1.0, 6.881857593152343)	(2.0, 1.7414935803222318)	(3.0, 0.9040237375558082)	(4.0, 0.5841952987068209)	(5.0, 0.44369263192923103)	(6.0, 0.371592579240731)	(7.0, 0.28470277215458994)	(8.0, 0.3327694739469233)	(9.0, 0.24957710546019246)	('>10', 4.53768152112624)	('>50', 4.32877624025956)	('>100', 21.583797824057385)	('>500', 16.206797740865017)	('>1k', 41.54904190122293)	('>5k', 0.0)	('>10k+', 0.0)
2824_NS1_0_Male_week9_S55_L001_R1_001	(1.0, 2.7416660212650608)	(2.0, 1.1849573481738822)	(3.0, 0.6721396722835047)	(4.0, 0.41379462952103824)	(5.0, 0.295962736355288)	(6.0, 0.2423022028478807)	(7.0, 0.15102397574765167)	(8.0, 0.15489638538220685)	(9.0, 0.1294491220694157)	('>10', 2.0070145934523085)	('>50', 1.430578759279953)	('>100', 11.223349523693615)	('>500', 13.056658884967307)	('>1k', 56.15823772169545)	('>5k', 10.137968423265436)	('>10k+', 0.0)
2824_NS1_0_Male_week9_S55_L001_R2_001	(1.0, 5.107155106601905)	(2.0, 1.3575561775997698)	(3.0, 0.7352046291891174)	(4.0, 0.5222220992885831)	(5.0, 0.34021884646449)	(6.0, 0.2588982441388314)	(7.0, 0.24396180697697575)	(8.0, 0.15932199639312702)	(9.0, 0.14438555923127136)	('>10', 3.9587090492681143)	('>50', 3.0912892911277563)	('>100', 12.861932000486817)	('>500', 15.764026420897736)	('>1k', 55.45511877233551)	('>5k', 0.0)	('>10k+', 0.0)
