Sample	Unique Reads	Duplicate Reads
3995R_S2_RR_Female_week9_S81_L001_R2_001	14004.0	202061.0
3995R_S2_R_Female_week5_S66_L001_R1_001	4876.0	105938.0
3995R_S2_R_Female_week5_S66_L001_R2_001	8858.0	101956.0
3995R_S2_R_Female_week9_S80_L001_R1_001	7132.0	188920.0
3995R_S2_R_Female_week9_S80_L001_R2_001	14636.0	181416.0
3997R_S2_L_Male_week5_S73_L001_R1_001	4344.0	104113.0
3997R_S2_L_Male_week5_S73_L001_R2_001	7957.0	100500.0
3997R_S2_L_Male_week9_S87_L001_R1_001	7116.0	189487.0
3997R_S2_L_Male_week9_S87_L001_R2_001	15003.0	181600.0
3997R_S2_R_Male_week5_S74_L001_R1_001	6359.0	177142.0
3997R_S2_R_Male_week5_S74_L001_R2_001	13323.0	170178.0
3997R_S2_R_Male_week9_S88_L001_R1_001	4477.0	108922.0
3997R_S2_R_Male_week9_S88_L001_R2_001	9121.0	104278.0
NS1_mouse_inoculum_S35_L001_R1_001	5824.0	130123.0
NS1_mouse_inoculum_S35_L001_R2_001	12639.0	123308.0
Positive_Control_S89_L001_R1_001	5699.0	148843.0
Positive_Control_S89_L001_R2_001	13818.0	140724.0
S2_mouse_inoculum_S36_L001_R1_001	7813.0	177560.0
S2_mouse_inoculum_S36_L001_R2_001	15365.0	170008.0
negative_ctrl_S90_L001_R1_001	1652.0	26163.0
negative_ctrl_S90_L001_R2_001	2520.0	25295.0
