Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
1136R_RL_F_S5_week10_S58_L001_R1_001	(1.0, 1.1924059948484877)	(2.0, 0.4157011725159866)	(3.0, 0.32818513619683154)	(4.0, 0.28243811721181866)	(5.0, 0.16906507016200412)	(6.0, 0.17901007428918084)	(7.0, 0.14619156066949768)	(8.0, 0.16707606933656877)	(9.0, 0.11635654828796753)	('>10', 1.5951786619991446)	('>50', 0.626535260012133)	('>100', 2.248565433154655)	('>500', 2.868139190277764)	('>1k', 10.15981621632373)	('>5k', 22.254930235796046)	('>10k+', 57.25040525891818)
1136R_RL_F_S5_week10_S58_L001_R2_001	(1.0, 3.2619613537139616)	(2.0, 0.6006782492814735)	(3.0, 0.4087396696269629)	(4.0, 0.2426581007031118)	(5.0, 0.2734876134973596)	(6.0, 0.20884508667071097)	(7.0, 0.2506141040048532)	(8.0, 0.20685608584527565)	(9.0, 0.1253070520024266)	('>10', 3.1207422951080526)	('>50', 0.6066452517577795)	('>100', 0.8741658627788331)	('>500', 0.6175847562976738)	('>1k', 9.959921633367477)	('>5k', 8.88685568804511)	('>10k+', 70.35493719729894)
1136R_R_F_S5_week10_S57_L001_R1_001	(1.0, 1.185509405848389)	(2.0, 0.41348482026448125)	(3.0, 0.31290743155149936)	(4.0, 0.22350530825107096)	(5.0, 0.20953622648537903)	(6.0, 0.13969081765691935)	(7.0, 0.14341590612777053)	(8.0, 0.13410318495064258)	(9.0, 0.11734028683181225)	('>10', 1.8113242689513875)	('>50', 0.5680759918048054)	('>100', 2.0106165021419256)	('>500', 3.8694356490966664)	('>1k', 8.911342894393742)	('>5k', 20.64630284969268)	('>10k+', 59.30340845595082)
1136R_R_F_S5_week10_S57_L001_R2_001	(1.0, 3.726951015086608)	(2.0, 0.6686533805177873)	(3.0, 0.37437139132054387)	(4.0, 0.2980070776680946)	(5.0, 0.20487986589681506)	(6.0, 0.2402682063699013)	(7.0, 0.22816166883963493)	(8.0, 0.17135406965915442)	(9.0, 0.1760104302477184)	('>10', 3.095548519277333)	('>50', 0.8465263550009313)	('>100', 0.825107096293537)	('>500', 1.4928292046936114)	('>1k', 7.043211026261874)	('>5k', 0.0)	('>10k+', 80.60812069286646)
1174R_0_M_S2_week9_S56_L001_R1_001	(1.0, 1.34495863188314)	(2.0, 0.45920589050314714)	(3.0, 0.40081548632279007)	(4.0, 0.27314833141997547)	(5.0, 0.2573136455405566)	(6.0, 0.21376825937215468)	(7.0, 0.1385535014449151)	(8.0, 0.15042951585447925)	(9.0, 0.12469815130042358)	('>10', 1.5537785519179763)	('>50', 0.6719844820078382)	('>100', 3.2164205692569574)	('>500', 3.0610427140651595)	('>1k', 17.303352994734965)	('>5k', 15.16863940461581)	('>10k+', 55.661889869759705)
1174R_0_M_S2_week9_S56_L001_R2_001	(1.0, 2.934365227029809)	(2.0, 0.5660900201892245)	(3.0, 0.33549740707018727)	(4.0, 0.2573136455405566)	(5.0, 0.18803689481809904)	(6.0, 0.2553343098056292)	(7.0, 0.2147579272396184)	(8.0, 0.13459482997506036)	(9.0, 0.1959542377578085)	('>10', 2.693875935236135)	('>50', 0.8481453624163731)	('>100', 1.1311903725109853)	('>500', 0.8253830014647084)	('>1k', 5.468904635604291)	('>5k', 0.0)	('>10k+', 83.95055619334151)
160R_0_F_S2_week10_S49_L001_R1_001	(1.0, 1.2112971454978494)	(2.0, 0.42835306245778676)	(3.0, 0.31726564999466783)	(4.0, 0.23461661512210727)	(5.0, 0.21328783192918846)	(6.0, 0.17596246134158047)	(7.0, 0.18662685293803988)	(8.0, 0.11375351036223384)	(9.0, 0.11197611176282393)	('>10', 1.7045252568340976)	('>50', 0.6327539013899257)	('>100', 2.741637339589776)	('>500', 2.0209022075290606)	('>1k', 18.046816679108456)	('>5k', 7.155806761224272)	('>10k+', 64.70441861291813)
160R_0_F_S2_week10_S49_L001_R2_001	(1.0, 3.096228360172052)	(2.0, 0.5154455938288721)	(3.0, 0.3305961394902421)	(4.0, 0.2595001955138459)	(5.0, 0.23550531442181225)	(6.0, 0.1439692865522022)	(7.0, 0.17418506274217055)	(8.0, 0.09953432156695462)	(9.0, 0.1439692865522022)	('>10', 2.8287298709608617)	('>50', 0.9206924744943301)	('>100', 1.2104084461981444)	('>500', 0.6300878034908108)	('>1k', 5.798762930574811)	('>5k', 11.945007287334256)	('>10k+', 71.66737762610643)
160R_L_F_S2_week10_S50_L001_R1_001	(1.0, 1.184570686546528)	(2.0, 0.4278654372541876)	(3.0, 0.28306381547602366)	(4.0, 0.22420896275328608)	(5.0, 0.1634857020076044)	(6.0, 0.1289201535831395)	(7.0, 0.1177097054454752)	(8.0, 0.11210448137664304)	(9.0, 0.0588548527227376)	('>10', 1.6451332642022365)	('>50', 0.6922451725007707)	('>100', 2.671823472809992)	('>500', 1.5909494315368589)	('>1k', 21.196154816288782)	('>5k', 20.454396831179995)	('>10k+', 49.04851321431574)
160R_L_F_S2_week10_S50_L001_R2_001	(1.0, 2.918453331838607)	(2.0, 0.5287594704931663)	(3.0, 0.3166951598890166)	(4.0, 0.23915622693683847)	(5.0, 0.1961828424091253)	(6.0, 0.20739329054678962)	(7.0, 0.1961828424091253)	(8.0, 0.10463084928486682)	(9.0, 0.15974888596171632)	('>10', 2.812888278542268)	('>50', 0.5259568584587503)	('>100', 1.408779649299814)	('>500', 1.661948936408733)	('>1k', 7.506329232177723)	('>5k', 13.378735648290874)	('>10k+', 67.83815849705258)
184R_0_F_NS6_week10_S65_L001_R1_001	(1.0, 1.2892429975850463)	(2.0, 0.5001045846089487)	(3.0, 0.3194584418794805)	(4.0, 0.22818460134248608)	(5.0, 0.19015383445207173)	(6.0, 0.18254768107398886)	(7.0, 0.09317537888151514)	(8.0, 0.10648614729316017)	(9.0, 0.13691076080549164)	('>10', 1.887276806936812)	('>50', 0.4677784327520964)	('>100', 1.9015383445207172)	('>500', 3.5225997832246287)	('>1k', 14.458346802563273)	('>5k', 15.728574416703111)	('>10k+', 58.98762098537716)
184R_0_F_NS6_week10_S65_L001_R2_001	(1.0, 3.218353648101314)	(2.0, 0.6636368822377303)	(3.0, 0.5561999657723098)	(4.0, 0.3650953621479777)	(5.0, 0.38030766890414347)	(6.0, 0.2338892163760482)	(7.0, 0.22628306299796536)	(8.0, 0.2433969080986518)	(9.0, 0.26526459906064004)	('>10', 2.1325752533799847)	('>50', 0.37270151552606057)	('>100', 0.7035691874726654)	('>500', 1.9756983399570252)	('>1k', 9.389796345243303)	('>5k', 20.764798722166233)	('>10k+', 58.50843332255795)
184R_L_F_NS6_week10_S66_L001_R1_001	(1.0, 1.1747838554112178)	(2.0, 0.4240344093496112)	(3.0, 0.29456488682278315)	(4.0, 0.2572011991136986)	(5.0, 0.2215753573445714)	(6.0, 0.15640613459616806)	(7.0, 0.13989659816657254)	(8.0, 0.1598818264760829)	(9.0, 0.14076552113655125)	('>10', 1.7230742494677846)	('>50', 0.5795716209758005)	('>100', 2.4017030890211584)	('>500', 2.863970109049833)	('>1k', 9.84576617282878)	('>5k', 26.769778859104143)	('>10k+', 52.84702611113524)
184R_L_F_NS6_week10_S66_L001_R2_001	(1.0, 2.805752270061259)	(2.0, 0.5422079332667159)	(3.0, 0.4405439457792067)	(4.0, 0.4240344093496112)	(5.0, 0.31715688404222964)	(6.0, 0.2763175044532302)	(7.0, 0.29195811791284704)	(8.0, 0.27805535039318763)	(9.0, 0.2580701220836773)	('>10', 2.262675413824564)	('>50', 0.2806621193031238)	('>100', 0.41447625667984533)	('>500', 2.6180649085458576)	('>1k', 7.737759047660425)	('>5k', 6.62119303123778)	('>10k+', 74.43107268540643)
2403R_L_F_NS6_week10_S67_L001_R1_001	(1.0, 1.0762767186113855)	(2.0, 0.38665617729273727)	(3.0, 0.3289088261386271)	(4.0, 0.20086035184038298)	(5.0, 0.18830657985035903)	(6.0, 0.19081733424836383)	(7.0, 0.14646067321694592)	(8.0, 0.08034414073615319)	(9.0, 0.07532263194014362)	('>10', 1.750832733542005)	('>50', 0.5950487923271346)	('>100', 2.1425104196307516)	('>500', 2.627922936578344)	('>1k', 13.935523827059237)	('>5k', 17.848953015416033)	('>10k+', 58.425254841571395)
2403R_L_F_NS6_week10_S67_L001_R2_001	(1.0, 2.5157759068007968)	(2.0, 0.5373014411730245)	(3.0, 0.3916776860887468)	(4.0, 0.37493932343538156)	(5.0, 0.2845521651072092)	(6.0, 0.32639807174062235)	(7.0, 0.26362921179050264)	(8.0, 0.24772776726980564)	(9.0, 0.1958388430443734)	('>10', 2.1291197295080595)	('>50', 0.3582009607820163)	('>100', 0.4393820196508378)	('>500', 1.8144385116247927)	('>1k', 9.487303951927423)	('>5k', 13.732152720820851)	('>10k+', 66.90156168923555)
2446R_0_F_S2_week9_S55_L001_R1_001	(1.0, 1.2909475167312434)	(2.0, 0.45614653046847486)	(3.0, 0.3355054596688975)	(4.0, 0.2042972877773864)	(5.0, 0.2157449806269813)	(6.0, 0.19020781965480804)	(7.0, 0.20958083832335328)	(8.0, 0.14089468122578372)	(9.0, 0.15058119056005637)	('>10', 1.5815427967594224)	('>50', 0.3416696019725255)	('>100', 2.7342374075378655)	('>500', 2.4665375132088765)	('>1k', 13.263473053892216)	('>5k', 18.668545262416345)	('>10k+', 57.750088059175766)
2446R_0_F_S2_week9_S55_L001_R2_001	(1.0, 2.896266290947517)	(2.0, 0.5424445227192674)	(3.0, 0.29852060584712925)	(4.0, 0.21134202183867556)	(5.0, 0.17171539274392392)	(6.0, 0.23775977456851005)	(7.0, 0.19108841141246918)	(8.0, 0.22543148996125398)	(9.0, 0.1585065163790067)	('>10', 2.5299401197604787)	('>50', 0.6560408594575555)	('>100', 1.2451567453328638)	('>500', 0.855054596688975)	('>1k', 6.262768580486086)	('>5k', 0.0)	('>10k+', 83.51796407185628)
2472R_0_F_NS1_week10_S73_L001_R1_001	(1.0, 1.241209130166564)	(2.0, 0.4227842895332099)	(3.0, 0.2665021591610117)	(4.0, 0.2599218589348139)	(5.0, 0.16450750565494549)	(6.0, 0.17766810610734116)	(7.0, 0.14394406744807733)	(8.0, 0.0658030022619782)	(9.0, 0.13325107958050586)	('>10', 2.0020563438206866)	('>50', 0.5724861196792104)	('>100', 1.4196997738021797)	('>500', 3.497429570224141)	('>1k', 16.852971416820893)	('>5k', 6.071149496195764)	('>10k+', 66.70861608060868)
2472R_0_F_NS1_week10_S73_L001_R2_001	(1.0, 3.840427719514703)	(2.0, 0.7912811022002879)	(3.0, 0.44910549043800124)	(4.0, 0.36520666255397904)	(5.0, 0.30433888546164917)	(6.0, 0.2862430598396052)	(7.0, 0.21303721982315443)	(8.0, 0.22373020769072588)	(9.0, 0.16286243059839606)	('>10', 2.882171499074645)	('>50', 0.4194941394201111)	('>100', 0.8776475426691343)	('>500', 1.7413119473575982)	('>1k', 17.28398108163685)	('>5k', 11.551717047090273)	('>10k+', 58.60744396463089)
2472R_R_F_NS1_week10_S74_L001_R1_001	(1.0, 1.2660795795103508)	(2.0, 0.42971091336622247)	(3.0, 0.3070680990363779)	(4.0, 0.25081838720088523)	(5.0, 0.1890359168241966)	(6.0, 0.18258103185946792)	(7.0, 0.16782700908294526)	(8.0, 0.10327815943565863)	(9.0, 0.14938448061229195)	('>10', 1.6921019871824428)	('>50', 0.3725390751071972)	('>100', 1.8894370418184332)	('>500', 3.587993913965605)	('>1k', 19.446724145880403)	('>5k', 6.150583244962885)	('>10k+', 63.814837014154634)
2472R_R_F_NS1_week10_S74_L001_R2_001	(1.0, 3.5843054082714736)	(2.0, 0.7340126331320024)	(3.0, 0.5007146479782378)	(4.0, 0.4168011434367652)	(5.0, 0.34579740882474985)	(6.0, 0.2102448245654479)	(7.0, 0.28401493844806125)	(8.0, 0.18442528470653327)	(9.0, 0.15768361842408593)	('>10', 2.642814329844622)	('>50', 0.13555258425930194)	('>100', 0.7579879201438517)	('>500', 1.4339065885932962)	('>1k', 15.949098621420996)	('>5k', 16.298584535939877)	('>10k+', 56.364055512010694)
2506R_0_F_NS6_week10_S68_L001_R1_001	(1.0, 1.25041844711813)	(2.0, 0.46472244648799793)	(3.0, 0.30423566941693087)	(4.0, 0.271744481420948)	(5.0, 0.21168501270110077)	(6.0, 0.21857708288206684)	(7.0, 0.17919382470511785)	(8.0, 0.15753303270779592)	(9.0, 0.15950219561664336)	('>10', 1.4453655750940275)	('>50', 0.8152334442628438)	('>100', 2.7459976763877676)	('>500', 3.864482208613119)	('>1k', 19.486836145954356)	('>5k', 5.0656715830100625)	('>10k+', 63.358801173621096)
2506R_0_F_NS6_week10_S68_L001_R2_001	(1.0, 2.830671681468208)	(2.0, 0.6340704566488785)	(3.0, 0.5316739853888112)	(4.0, 0.42140086249335407)	(5.0, 0.31506606541559184)	(6.0, 0.289466947600575)	(7.0, 0.22743831597188033)	(8.0, 0.15753303270779592)	(9.0, 0.25697575960459207)	('>10', 1.8342752495913988)	('>50', 0.5149361006636078)	('>100', 1.2159580962132999)	('>500', 1.2287576551208081)	('>1k', 8.276391705885828)	('>5k', 23.993265462851742)	('>10k+', 57.272118622373625)
2518R_L_M_S5_week10_S61_L001_R1_001	(1.0, 1.1861884340023072)	(2.0, 0.38394814938753224)	(3.0, 0.2853192669760561)	(4.0, 0.25361712620093874)	(5.0, 0.22455683049041453)	(6.0, 0.21663129529663516)	(7.0, 0.11712179786362796)	(8.0, 0.16907808413395917)	(9.0, 0.10303195751913137)	('>10', 1.6828553061458122)	('>50', 0.48874133694972566)	('>100', 1.7797229585142262)	('>500', 4.679588224415932)	('>1k', 3.436159814014107)	('>5k', 27.421471155454967)	('>10k+', 57.57196826263462)
2518R_L_M_S5_week10_S61_L001_R2_001	(1.0, 3.453772114444728)	(2.0, 0.519562862703312)	(3.0, 0.35136539359088387)	(4.0, 0.260662046373187)	(5.0, 0.20694453005979377)	(6.0, 0.2219149854258214)	(7.0, 0.3020509523851458)	(8.0, 0.18316792447845576)	(9.0, 0.12680856310046937)	('>10', 3.052211664626575)	('>50', 0.6454908107822503)	('>100', 0.8920630168109407)	('>500', 1.1280678425812587)	('>1k', 8.324453798532895)	('>5k', 0.0)	('>10k+', 80.33146349410428)
2518R_R_M_S5_week10_S62_L001_R1_001	(1.0, 1.2596682938190853)	(2.0, 0.3513096474287433)	(3.0, 0.25038090894092757)	(4.0, 0.24455809710509205)	(5.0, 0.23776481662995058)	(6.0, 0.2620265326125986)	(7.0, 0.10869248760226313)	(8.0, 0.15527498228894734)	(9.0, 0.15721591956755918)	('>10', 1.6992905874246673)	('>50', 0.3319002746426249)	('>100', 2.0156633638383976)	('>500', 4.010946886251371)	('>1k', 9.015653659152004)	('>5k', 15.189775142416273)	('>10k+', 64.70987840027949)
2518R_R_M_S5_week10_S62_L001_R2_001	(1.0, 3.5732655299244005)	(2.0, 0.5589899362402104)	(3.0, 0.4367108876876644)	(4.0, 0.3532505847073552)	(5.0, 0.23776481662995058)	(6.0, 0.2154440379259144)	(7.0, 0.19021185330396048)	(8.0, 0.22514872431897365)	(9.0, 0.18341857282881902)	('>10', 3.0395077783061444)	('>50', 0.8307211552458683)	('>100', 0.8190755315741972)	('>500', 1.2955756334734043)	('>1k', 9.36405190066283)	('>5k', 0.0)	('>10k+', 78.67686305717031)
3752R_0_F_S5_week10_S59_L001_R1_001	(1.0, 1.1454720335771955)	(2.0, 0.41777181886191184)	(3.0, 0.2768952752921974)	(4.0, 0.28758246135610677)	(5.0, 0.21860153312541897)	(6.0, 0.19819872336704655)	(7.0, 0.15642154148085538)	(8.0, 0.15544997911140906)	(9.0, 0.0874406132501676)	('>10', 1.3456138816831347)	('>50', 0.6130558551206194)	('>100', 2.4765124797186355)	('>500', 3.3577195488064357)	('>1k', 11.23223255316875)	('>5k', 24.820503852244794)	('>10k+', 53.21052784983532)
3752R_0_F_S5_week10_S59_L001_R2_001	(1.0, 3.1614639501782817)	(2.0, 0.5440749268899316)	(3.0, 0.41971494360080447)	(4.0, 0.31089995822281813)	(5.0, 0.21860153312541897)	(6.0, 0.25649246553382493)	(7.0, 0.22443090734209684)	(8.0, 0.15544997911140906)	(9.0, 0.15739310385030167)	('>10', 3.0497342776919565)	('>50', 0.5314446160871297)	('>100', 0.7558755234292266)	('>500', 1.2270832726106853)	('>1k', 10.026523652685885)	('>5k', 9.103539401711892)	('>10k+', 69.85727748792834)
3752R_L_F_S5_week10_S60_L001_R1_001	(1.0, 1.1602191888270348)	(2.0, 0.44012070637194556)	(3.0, 0.32682230671184076)	(4.0, 0.318107045199525)	(5.0, 0.2614578453694726)	(6.0, 0.19609338402710447)	(7.0, 0.18302049175863083)	(8.0, 0.21788153780789385)	(9.0, 0.1274606996176179)	('>10', 1.4227664418855468)	('>50', 0.36386216813918276)	('>100', 3.1266000675432766)	('>500', 2.962099506498317)	('>1k', 10.046517708321986)	('>5k', 19.395814495658712)	('>10k+', 59.451156406261916)
3752R_L_F_S5_week10_S60_L001_R2_001	(1.0, 3.3978625821141044)	(2.0, 0.531630952251261)	(3.0, 0.36930920658438005)	(4.0, 0.29196126066257777)	(5.0, 0.22877561469828853)	(6.0, 0.2614578453694726)	(7.0, 0.2821565914612225)	(8.0, 0.16558996873399934)	(9.0, 0.264726068436591)	('>10', 2.8466222914601333)	('>50', 0.6993997363633393)	('>100', 0.7211878901441287)	('>500', 1.4641639340690467)	('>1k', 8.632466527948754)	('>5k', 0.0)	('>10k+', 79.84268952970271)
3795R_R_F_S2_week10_S51_L001_R1_001	(1.0, 1.1247975058837911)	(2.0, 0.39581868753247546)	(3.0, 0.3071797536448941)	(4.0, 0.2475777118928997)	(5.0, 0.20631475991074977)	(6.0, 0.1512974906012165)	(7.0, 0.19790934376623773)	(8.0, 0.18950392762172572)	(9.0, 0.11691169728275819)	('>10', 1.2653971941192652)	('>50', 0.5264847021426169)	('>100', 2.553718250450836)	('>500', 1.943943515603509)	('>1k', 8.047039765259651)	('>5k', 20.383898279182077)	('>10k+', 62.3422074151053)
3795R_R_F_S2_week10_S51_L001_R2_001	(1.0, 2.4979368524008927)	(2.0, 0.430968609591344)	(3.0, 0.32322645719350795)	(4.0, 0.21701256227649235)	(5.0, 0.17192896659229145)	(6.0, 0.1558822630436776)	(7.0, 0.11767582602316838)	(8.0, 0.1405996882354739)	(9.0, 0.21319191857444142)	('>10', 2.4582021578995628)	('>50', 1.0896475838249229)	('>100', 0.27508634654766634)	('>500', 0.0)	('>1k', 6.953571537732678)	('>5k', 0.0)	('>10k+', 84.95506923006388)
3874R_0_F_NS1_week10_S75_L001_R1_001	(1.0, 1.1575634974151494)	(2.0, 0.5169701056417173)	(3.0, 0.35682175769835917)	(4.0, 0.206038810219525)	(5.0, 0.21072151045178691)	(6.0, 0.17981568891885816)	(7.0, 0.12455982617816737)	(8.0, 0.1498464074323818)	(9.0, 0.11800404585300067)	('>10', 1.6230239005019853)	('>50', 0.7848205589270997)	('>100', 2.7019180340151343)	('>500', 2.5904697684873006)	('>1k', 20.11781673784371)	('>5k', 7.141117854199446)	('>10k+', 62.02049149621638)
3874R_0_F_NS1_week10_S75_L001_R2_001	(1.0, 3.447403910991234)	(2.0, 0.6537049524237657)	(3.0, 0.511350865363003)	(4.0, 0.37461601858095456)	(5.0, 0.22945231138083466)	(6.0, 0.29781973477185886)	(7.0, 0.28845433430733497)	(8.0, 0.26972353337828725)	(9.0, 0.12643290627107215)	('>10', 2.4958792237956096)	('>50', 0.2322619315201918)	('>100', 1.3617292275417696)	('>500', 0.7539147373941709)	('>1k', 26.986401438525508)	('>5k', 7.054956169925826)	('>10k+', 54.91589870382858)
3874R_L_F_NS1_week10_S76_L001_R1_001	(1.0, 1.2788178783343973)	(2.0, 0.47092311395292863)	(3.0, 0.3673200288832843)	(4.0, 0.28464685998932576)	(5.0, 0.2040666827129357)	(6.0, 0.15069539646493715)	(7.0, 0.22708959050619001)	(8.0, 0.10883556411356572)	(9.0, 0.13185847190682)	('>10', 1.465094132298)	('>50', 0.545224316376613)	('>100', 3.5329698504557494)	('>500', 2.9218162981257256)	('>1k', 22.923490691419783)	('>5k', 5.880259949558901)	('>10k+', 59.506891174900844)
3874R_L_F_NS1_week10_S76_L001_R2_001	(1.0, 3.5695972037631987)	(2.0, 0.7806858733530773)	(3.0, 0.5085969630691629)	(4.0, 0.4562721726299486)	(5.0, 0.3767384911623429)	(6.0, 0.3327856671934029)	(7.0, 0.21976411984470004)	(8.0, 0.20092719528658287)	(9.0, 0.22604309469740572)	('>10', 2.1913622235942944)	('>50', 0.38824994505897004)	('>100', 1.5383488389129003)	('>500', 1.4064903670060802)	('>1k', 29.712109003003444)	('>5k', 5.7954937890473746)	('>10k+', 52.296535052377116)
3893R_RL_M_S5_week10_S64_L001_R1_001	(1.0, 1.3924682018455399)	(2.0, 0.5195776872557986)	(3.0, 0.3896832654418489)	(4.0, 0.28680688336520077)	(5.0, 0.2909635048632472)	(6.0, 0.21822262864743536)	(7.0, 0.20367445340427304)	(8.0, 0.1662648599218555)	(9.0, 0.14963837392966997)	('>10', 2.067919195278078)	('>50', 0.5601047468617507)	('>100', 3.00627649846205)	('>500', 2.129229362374262)	('>1k', 11.652049214398536)	('>5k', 24.821265275584008)	('>10k+', 52.14585584836645)
3893R_RL_M_S5_week10_S64_L001_R2_001	(1.0, 3.6848449580181226)	(2.0, 0.6068667387147726)	(3.0, 0.5050295120126361)	(4.0, 0.34915620583589657)	(5.0, 0.342921273588827)	(6.0, 0.26186715437692243)	(7.0, 0.2909635048632472)	(8.0, 0.2577105328788761)	(9.0, 0.18704796741208746)	('>10', 3.251517166846787)	('>50', 1.0609776373763404)	('>100', 0.3886441100673373)	('>500', 0.6151799817108654)	('>1k', 10.488195194945549)	('>5k', 0.0)	('>10k+', 77.70907806135173)
3893R_R_M_S5_week10_S63_L001_R1_001	(1.0, 1.2339299555428846)	(2.0, 0.4187343531445168)	(3.0, 0.31271437862494766)	(4.0, 0.28153203317801556)	(5.0, 0.2316402804629242)	(6.0, 0.18709407268159262)	(7.0, 0.12472938178772841)	(8.0, 0.11403829192020883)	(9.0, 0.11225644360895556)	('>10', 1.7230473169819054)	('>50', 0.35815151056190586)	('>100', 2.628226259098563)	('>500', 3.4852952968113824)	('>1k', 4.792281033115651)	('>5k', 17.85055638213519)	('>10k+', 66.14577301034363)
