ID	Total pathways	Naive	MinPath	Bacteria	Non-Bacteria	Cyclitol biosynthesis	8-oxo-GTP-detoxification	Antibiotic resistance	Other degradation	Protein modification	Secondary metabolite biosynthesis	Carboxylic acid biosynthesis	Fluorescence protein biosynthesis	Aldehyde degradation	Aminoacyl-tRNAs-charging	Amide, amidine, amine, and polyamine biosynthesis	Storage compound biosynthesis	Cyclitol degradation	Cofactor, carrier, and vitamin biosynthesis	Amide, amidine, amine, and polyamine degradation	Hydrocarbon degradation	Aromatic compound degradation	Protein degradation	Cell structure biosynthesis	Carboxylic acid degradation	Acetate degradation	Alcohol degradation	Chlorinated compound degradation	Polyprenyl biosynthesis	Tetrapyrrole biosynthesis	nan	Hormone, neurotransmitter, and signaling molecule degradation	Cyanide detoxification	Carbohydrate biosynthesis	Nucleotide-alditol biosynthesis	Secondary metabolite degradation	Amino acid biosynthesis	Chromoprotein biosynthesis	Nucleoside and nucleotide degradation	Carbohydrate degradation	Polymeric compound degradation	Other biosynthesis	Arsenic detoxification	Reactive oxygen species degradation	C1 Compound utilization and assimilation	Fatty acid and lipid degradation	Hormone, neurotransmitter, and signaling molecule biosynthesis	Nucleoside and nucleotide biosynthesis	Mercury detoxification	Nucleic acid processing	Methylglyoxal detoxification	Cofactor, carrier, and vitamin degradation	Inorganic nutrient metabolism	Acid resistance	Amino acid degradation	Metabolic regulator biosynthesis	Nitrogen remobilization from senescing leaves	Metabolic regulators	Aromatic compound biosynthesis	Hydrocarbon biosynthesis	Fatty acid and lipid biosynthesis	Seleno amino acid detoxification
S_S2_Rg_085_default_parsed_report.tsv	353	353	232	256	97	0	1	3	2	6	27	6	0	2	2	9	1	0	30	5	0	12	0	9	6	0	15	0	7	6	353	2	0	11	0	1	31	0	7	24	9	4	1	2	5	3	2	21	0	6	1	0	8	1	9	0	0	2	3	0	24	0
S_NS1_Sw_027_v1v9_default_parsed_report.tsv	358	358	224	248	110	1	1	1	6	6	20	5	0	2	1	14	1	0	32	10	0	17	0	14	5	0	13	1	5	6	358	2	0	12	0	1	28	0	3	15	4	3	0	2	6	3	3	22	1	6	2	0	8	1	7	3	0	2	3	0	30	0
S_NS1_Et_015_default_parsed_report.tsv	405	405	274	295	110	1	1	3	3	7	25	6	0	2	2	11	1	1	31	14	0	21	0	13	11	0	16	0	7	6	405	2	0	16	0	1	29	0	6	27	12	4	1	2	5	4	2	21	1	6	1	0	8	0	9	3	0	2	3	0	28	0
S_NS1_Cb_011_v1v9_default_parsed_report.tsv	410	410	278	301	109	1	1	1	3	6	29	6	0	2	2	10	1	0	29	11	0	25	0	11	11	0	12	0	7	6	410	2	0	14	0	2	30	0	8	27	12	4	1	2	8	4	2	21	1	6	1	0	8	0	9	0	0	2	2	0	27	0
S_NS1_Pd_022_v1v9_default_parsed_report.tsv	386	386	276	274	112	1	1	2	2	4	24	6	0	4	1	9	1	0	33	4	0	5	0	16	7	0	14	0	6	4	386	0	0	16	0	2	30	0	6	26	11	5	1	2	8	1	2	23	0	6	2	0	14	1	8	0	0	2	6	0	31	0
S_NS6_Ef_051_default_parsed_report.tsv	507	507	383	374	133	1	1	3	7	8	38	6	0	6	1	17	2	0	37	21	0	28	0	19	16	0	17	1	6	7	507	2	0	17	0	4	30	0	7	23	8	10	1	2	8	3	3	23	0	6	3	0	15	1	8	3	0	2	7	0	35	0
S_S5_Rg_113_default_parsed_report.tsv	345	345	225	248	97	0	1	2	2	4	26	6	0	2	2	9	1	0	30	5	0	13	0	8	6	0	15	0	7	6	345	2	0	11	0	1	30	0	7	21	6	4	1	2	5	3	2	21	0	6	1	0	8	1	9	0	0	2	3	0	25	0
S_NS6_Cb_041_v1v9_default_parsed_report.tsv	412	412	282	303	109	1	1	1	3	6	29	6	0	2	2	11	1	0	29	13	0	24	0	10	12	0	13	0	7	6	412	2	0	12	0	2	30	0	8	28	12	4	1	2	8	4	2	21	1	6	1	0	8	0	9	0	0	2	2	0	27	0
S_NS1_Shsn_025_default_parsed_report.tsv	389	389	260	269	120	1	1	2	4	8	25	6	0	5	2	6	1	0	34	11	0	11	0	11	7	0	18	0	8	7	389	2	0	9	0	1	28	0	6	19	3	6	1	2	7	0	3	23	0	6	3	0	15	0	8	3	0	2	7	0	27	0
S_NS6_Bv_037_default_parsed_report.tsv	404	404	277	287	117	1	1	2	2	5	28	6	0	5	1	8	3	0	33	5	0	15	0	17	10	0	14	0	6	5	404	2	0	17	0	1	31	0	6	27	14	6	1	2	6	0	5	23	0	6	2	0	11	1	6	0	0	2	6	0	31	0
S_S2_El_072_v1v9_default_parsed_report.tsv	340	340	221	241	99	0	0	2	3	6	21	6	0	5	1	6	1	1	34	5	0	4	0	11	4	0	17	0	6	3	340	2	0	13	0	1	29	0	4	17	2	8	1	1	6	1	2	22	0	6	2	0	12	1	8	0	0	2	4	0	30	0
S_S5_Pd_111_v1v9_default_parsed_report.tsv	387	387	280	275	112	1	1	2	2	4	24	6	0	4	1	9	1	0	33	4	0	5	0	16	7	0	14	0	6	4	387	0	0	16	0	2	30	0	6	27	11	5	1	2	8	1	2	23	0	6	2	0	14	1	8	0	0	2	6	0	31	0
S_S2_El_072_default_parsed_report.tsv	340	340	221	241	99	0	0	2	3	6	21	6	0	5	1	6	1	1	34	5	0	4	0	11	4	0	17	0	6	3	340	2	0	13	0	1	29	0	4	17	2	8	1	1	6	1	2	22	0	6	2	0	12	1	8	0	0	2	4	0	30	0
S_NS1_Cp_013_default_parsed_report.tsv	363	363	236	268	95	0	1	2	2	7	28	6	0	1	2	14	2	1	29	5	0	12	0	9	6	0	17	0	7	6	363	2	0	13	0	1	27	0	6	25	8	5	1	2	6	2	2	22	1	6	1	0	8	2	9	0	0	2	2	0	26	0
S_S2_Fp_079_v1v9_default_parsed_report.tsv	333	333	216	239	94	0	1	1	2	6	23	6	0	2	2	11	1	0	28	4	0	8	0	10	6	0	9	0	7	4	333	0	0	12	0	1	30	0	6	23	9	3	1	0	5	1	3	19	0	6	1	0	9	1	8	0	0	2	3	0	27	0
S_NS6_Ba_039_default_parsed_report.tsv	331	331	187	232	99	1	1	1	1	7	22	6	0	1	1	3	1	0	27	5	0	13	0	11	8	0	9	0	7	0	331	2	0	12	0	0	29	0	4	21	9	7	0	0	4	0	1	20	0	5	0	0	9	0	4	0	0	2	2	0	28	0
S_S5_Ca_088_default_parsed_report.tsv	294	294	183	206	88	0	1	1	1	6	19	6	0	1	1	8	1	1	22	4	0	12	0	7	4	0	12	0	6	0	294	2	0	11	0	1	30	0	5	14	3	2	1	0	4	0	2	21	0	6	0	0	11	0	5	0	0	2	2	0	24	0
S_NS6_Ao_031_v1v9_default_parsed_report.tsv	332	332	216	229	103	1	0	2	1	5	22	6	0	1	1	9	3	0	30	3	0	5	0	15	7	0	10	0	6	4	332	0	0	13	0	0	30	0	6	22	9	3	1	2	4	0	4	21	0	6	1	0	5	1	8	0	0	2	4	0	29	0
S_S2_Af_119_v1v9_default_parsed_report.tsv	328	328	215	224	104	1	0	2	1	5	22	6	0	1	1	8	3	0	30	4	0	5	0	15	5	0	9	0	6	4	328	0	0	13	0	0	30	0	6	20	9	3	1	2	4	0	4	21	0	6	1	0	5	1	8	0	0	2	4	0	30	0
S_S5_Pd_111_default_parsed_report.tsv	387	387	280	275	112	1	1	2	2	4	24	6	0	4	1	9	1	0	33	4	0	5	0	16	7	0	14	0	6	4	387	0	0	16	0	2	30	0	6	27	11	5	1	2	8	1	2	23	0	6	2	0	14	1	8	0	0	2	6	0	31	0
S_NS1_Ao_003_default_parsed_report.tsv	332	332	215	230	102	1	0	2	1	5	22	6	0	1	1	9	3	0	30	3	0	5	0	15	7	0	10	0	6	4	332	0	0	13	0	0	30	0	6	22	9	3	1	2	4	0	4	21	0	6	1	0	6	1	8	0	0	2	4	0	29	0
S_NS6_Af_030_default_parsed_report.tsv	327	327	211	223	104	1	0	2	1	5	22	6	0	1	1	8	3	0	30	4	0	5	0	15	7	0	10	0	6	4	327	0	0	13	0	0	30	0	6	19	6	3	1	2	4	0	4	21	0	6	1	0	5	1	8	0	0	2	4	0	30	0
S_NS1_Em_018_v1v9_default_parsed_report.tsv	512	512	385	378	134	1	1	3	7	8	38	6	0	6	1	17	2	0	37	21	0	30	0	19	18	0	17	1	6	7	512	2	0	17	0	4	30	0	7	23	8	10	1	2	8	3	3	23	0	6	3	0	15	1	8	3	0	2	8	0	35	0
S_NS6_Blss_040_default_parsed_report.tsv	332	332	193	234	98	1	1	1	1	7	22	6	0	1	1	3	1	0	29	4	0	12	0	10	8	0	13	0	7	3	332	2	0	10	0	0	29	0	4	21	9	7	0	0	4	0	1	21	1	5	0	0	9	0	4	0	0	2	2	0	27	0
S_S5_He_108_v1v9_default_parsed_report.tsv	379	379	250	272	107	1	1	1	3	5	25	6	0	2	2	8	1	1	35	10	0	12	0	13	7	0	15	0	7	6	379	2	0	14	0	1	30	0	7	26	12	4	1	2	6	2	3	21	1	6	1	0	8	0	8	0	0	2	3	0	30	0
S_NS1_Cp_013_v1v9_default_parsed_report.tsv	363	363	236	268	95	0	1	2	2	7	28	6	0	1	2	14	2	1	29	5	0	12	0	9	6	0	17	0	7	6	363	2	0	13	0	1	27	0	6	25	8	5	1	2	6	2	2	22	1	6	1	0	8	2	9	0	0	2	2	0	26	0
S_S2_Ea_076_default_parsed_report.tsv	379	379	249	274	105	1	1	1	3	8	24	6	0	4	2	5	1	1	33	8	0	16	0	9	9	0	16	0	8	7	379	2	0	11	0	1	28	0	6	24	8	7	1	2	6	3	2	23	0	6	2	0	8	1	10	0	0	2	5	0	27	0
S_S5_Fp_105_v1v9_default_parsed_report.tsv	333	333	216	239	94	0	1	1	2	6	23	6	0	2	2	11	1	0	28	4	0	8	0	10	6	0	9	0	7	4	333	0	0	12	0	1	30	0	6	23	9	3	1	0	5	1	3	19	0	6	1	0	9	1	8	0	0	2	3	0	27	0
S_NS1_Cb_011_default_parsed_report.tsv	410	410	278	301	109	1	1	1	3	6	29	6	0	2	2	10	1	0	29	11	0	25	0	11	11	0	12	0	7	6	410	2	0	14	0	2	30	0	8	27	12	4	1	2	8	4	2	21	1	6	1	0	8	0	9	0	0	2	2	0	27	0
S_NS6_Bu_036_v1v9_default_parsed_report.tsv	365	365	252	253	112	1	0	2	2	5	26	6	0	1	1	7	1	0	33	4	0	5	0	16	8	0	9	0	6	4	365	0	0	16	0	1	31	0	6	25	13	5	1	2	6	0	5	21	0	6	1	0	11	1	6	0	0	2	4	0	32	0
S_NS1_Bt_005_default_parsed_report.tsv	380	380	267	264	116	1	1	2	2	4	24	6	0	2	1	7	1	0	30	5	0	8	0	16	12	0	11	0	6	5	380	2	0	15	0	1	31	0	6	24	12	5	1	2	7	0	4	23	0	6	1	0	12	1	6	0	0	2	6	0	31	0
S_S2_Et_074_default_parsed_report.tsv	405	405	275	295	110	1	1	3	3	7	25	6	0	2	2	11	1	1	31	14	0	21	0	13	11	0	16	0	7	6	405	2	0	16	0	1	29	0	6	27	12	4	1	2	5	4	2	21	1	6	1	0	8	0	9	3	0	2	3	0	28	0
S_S5_Bg_092_default_parsed_report.tsv	434	434	308	302	132	1	1	1	6	8	30	6	0	4	2	11	2	1	36	13	0	21	0	9	13	0	14	0	8	6	434	2	0	10	0	1	30	0	7	19	6	5	3	2	7	2	4	23	0	6	3	0	18	0	9	0	0	2	7	0	29	0
S_NS6_Ef_051_v1v9_default_parsed_report.tsv	507	507	383	374	133	1	1	3	7	8	38	6	0	6	1	17	2	0	37	21	0	28	0	19	16	0	17	1	6	7	507	2	0	17	0	4	30	0	7	23	8	10	1	2	8	3	3	23	0	6	3	0	15	1	8	3	0	2	7	0	35	0
S_NS1_Ss_026_default_parsed_report.tsv	324	324	198	229	95	1	1	1	2	6	27	7	0	3	2	6	1	1	21	4	0	15	0	9	6	0	8	0	6	4	324	2	0	12	0	1	31	0	6	16	5	8	1	2	4	0	1	23	0	6	2	0	7	0	5	0	0	2	5	0	25	0
S_NS6_Pm_056_default_parsed_report.tsv	384	384	269	270	114	1	1	2	2	4	25	6	0	4	1	9	1	0	33	4	0	8	0	15	8	0	14	0	6	4	384	0	0	13	0	2	30	0	6	28	12	5	1	2	7	1	5	21	0	6	2	0	12	1	8	0	0	2	6	0	31	0
S_S2_Bv_065_v1v9_default_parsed_report.tsv	406	406	279	287	119	1	1	2	2	5	28	6	0	5	1	8	3	0	33	5	0	15	0	17	10	0	13	0	6	5	406	2	0	17	0	1	31	0	6	26	14	6	1	2	6	0	5	23	0	6	2	0	11	1	6	0	0	2	6	0	32	0
S_NS6_El_045_v1v9_default_parsed_report.tsv	340	340	222	242	98	0	0	2	3	6	21	6	0	5	1	6	1	1	34	5	0	4	0	10	4	0	17	0	6	3	340	2	0	11	0	1	29	0	4	18	3	8	1	1	6	1	2	22	0	6	2	0	13	1	8	0	0	2	4	0	30	0
S_NS6_Cp_043_v1v9_default_parsed_report.tsv	356	356	234	265	91	0	1	2	2	7	26	6	0	1	2	14	2	1	28	5	0	12	0	8	5	0	17	0	7	6	356	2	0	10	0	1	27	0	6	27	10	5	1	2	6	2	2	22	1	6	1	0	8	2	9	0	0	2	2	0	26	0
S_S5_Hf_107_v1v9_default_parsed_report.tsv	228	228	113	162	66	0	0	1	2	7	10	4	0	1	1	2	1	0	19	4	0	11	0	8	6	0	14	0	6	0	228	2	0	9	0	0	16	0	6	16	3	1	1	0	3	0	1	19	0	6	0	0	3	0	2	0	0	1	0	0	13	0
S_S2_Cc_070_default_parsed_report.tsv	392	392	260	286	106	1	1	1	2	6	27	6	0	2	2	8	1	0	30	11	0	20	0	11	10	0	12	0	7	6	392	2	0	14	0	2	30	0	8	25	10	4	1	2	6	3	2	21	0	6	1	0	9	0	9	0	0	2	2	0	27	0
S_S2_Ef_078_v1v9_default_parsed_report.tsv	499	499	372	367	132	1	1	3	7	8	38	6	0	6	1	17	2	0	37	20	0	18	0	19	16	0	16	1	6	7	499	2	0	17	0	3	30	0	7	23	8	10	1	2	8	5	3	23	0	6	3	0	15	2	9	3	0	2	7	0	36	0
S_NS1_Ba_008_v1v9_default_parsed_report.tsv	335	335	197	235	100	1	1	1	1	7	21	6	0	1	1	3	1	0	27	4	0	13	0	11	8	0	14	0	7	0	335	2	0	12	0	0	29	0	4	22	10	8	0	0	4	0	1	21	1	5	0	0	9	0	4	0	0	2	2	0	27	0
S_S5_Ef_104_default_parsed_report.tsv	504	504	381	371	133	1	1	3	7	8	38	6	0	6	1	17	2	0	37	20	0	23	0	19	16	0	16	1	6	7	504	2	0	17	0	3	30	0	7	23	8	10	1	2	8	3	3	23	1	6	3	0	15	2	9	3	0	2	7	0	36	0
S_NS6_Bu_034_default_parsed_report.tsv	365	365	252	253	112	1	0	2	2	5	26	6	0	1	1	7	1	0	33	4	0	5	0	16	8	0	9	0	6	4	365	0	0	16	0	1	31	0	6	25	13	5	1	2	6	0	5	21	0	6	1	0	11	1	6	0	0	2	4	0	32	0
S_NS1_Fp_019_v1v9_default_parsed_report.tsv	363	363	235	258	105	0	0	2	3	5	19	6	0	1	2	11	1	0	28	7	0	21	0	8	9	0	14	0	7	6	363	2	0	9	0	1	31	0	7	21	6	4	1	2	6	4	3	21	0	6	1	0	8	1	8	0	0	2	2	0	26	0
S_NS6_Ss_059_default_parsed_report.tsv	324	324	199	229	95	1	1	1	2	6	27	7	0	3	2	6	1	1	21	4	0	15	0	9	6	0	8	0	6	4	324	2	0	12	0	1	31	0	6	16	5	8	1	2	4	0	1	23	0	6	2	0	7	0	5	0	0	2	5	0	25	0
S_NS1_Bu_006_v1v9_default_parsed_report.tsv	368	368	254	255	113	1	0	2	2	5	26	6	0	1	1	7	1	0	33	4	0	5	0	16	8	0	9	0	6	4	368	0	0	15	0	1	31	0	6	25	13	5	1	2	7	0	5	21	0	6	1	0	11	1	6	0	0	2	4	1	32	0
S_S5_Bv_093_default_parsed_report.tsv	409	409	281	291	118	1	1	2	2	6	28	6	0	5	1	11	3	0	33	5	0	15	0	17	10	0	14	0	6	5	409	2	0	18	0	1	31	0	6	27	14	6	1	2	6	0	5	23	0	6	2	0	11	1	6	0	0	2	6	0	31	0
S_S2_Fp_079_default_parsed_report.tsv	333	333	216	239	94	0	1	1	2	6	23	6	0	2	2	11	1	0	28	4	0	8	0	10	6	0	9	0	7	4	333	0	0	12	0	1	30	0	6	23	9	3	1	0	5	1	3	19	0	6	1	0	9	1	8	0	0	2	3	0	27	0
S_S2_Bd_066_v1v9_default_parsed_report.tsv	340	340	199	244	96	1	1	1	2	7	21	6	0	2	1	3	1	1	28	7	0	15	0	10	8	0	9	0	7	0	340	2	0	11	0	0	30	0	4	21	9	7	0	0	4	0	1	20	0	5	1	0	9	1	8	0	0	2	2	0	29	0
S_S2_El_073_v1v9_default_parsed_report.tsv	341	341	224	242	99	0	0	2	3	6	21	6	0	5	1	6	1	1	34	5	0	4	0	11	4	0	17	0	6	3	341	2	0	13	0	1	29	0	4	18	3	8	1	1	6	1	2	22	0	6	2	0	12	1	8	0	0	2	4	0	30	0
S_S5_Ef_104_v1v9_default_parsed_report.tsv	504	504	381	371	133	1	1	3	7	8	38	6	0	6	1	17	2	0	37	20	0	23	0	19	16	0	16	1	6	7	504	2	0	17	0	3	30	0	7	23	8	10	1	2	8	3	3	23	1	6	3	0	15	2	9	3	0	2	7	0	36	0
S_NS1_Eh_016_v1v9_default_parsed_report.tsv	373	373	241	264	109	1	1	1	2	8	25	6	0	3	2	3	1	1	28	7	0	16	0	10	10	0	13	0	8	0	373	2	0	14	0	1	28	0	6	23	8	7	1	2	6	0	2	23	0	6	2	0	9	1	9	0	0	2	7	0	27	0
S_S5_Pd_110_v1v9_default_parsed_report.tsv	387	387	280	275	112	1	1	2	2	4	24	6	0	4	1	9	1	0	33	4	0	5	0	16	7	0	14	0	6	4	387	0	0	16	0	2	30	0	6	27	11	5	1	2	8	1	2	23	0	6	2	0	14	1	8	0	0	2	6	0	31	0
S_S5_Lp_109_default_parsed_report.tsv	389	389	258	286	103	0	1	2	3	7	25	6	0	2	2	7	1	1	32	10	0	14	0	12	8	0	11	0	7	6	389	2	0	15	0	1	30	0	7	26	12	4	1	2	5	1	2	20	1	6	1	0	8	0	9	0	0	2	2	0	27	0
S_S2_Ca_088_default_parsed_report.tsv	294	294	183	206	88	0	1	1	1	6	19	6	0	1	1	8	1	1	22	4	0	12	0	7	4	0	12	0	6	0	294	2	0	11	0	1	30	0	5	14	3	2	1	0	4	0	2	21	0	6	0	0	11	0	5	0	0	2	2	0	24	0
S_S5_Ea_103_default_parsed_report.tsv	377	377	248	273	104	1	1	1	3	8	24	6	0	4	2	5	1	1	33	8	0	16	0	9	8	0	16	0	8	7	377	2	0	11	0	1	28	0	6	23	7	7	1	2	6	3	2	23	0	6	2	0	8	1	10	0	0	2	5	0	27	0
S_S2_Bv_065_default_parsed_report.tsv	406	406	279	287	119	1	1	2	2	5	28	6	0	5	1	8	3	0	33	5	0	15	0	17	10	0	13	0	6	5	406	2	0	17	0	1	31	0	6	26	14	6	1	2	6	0	5	23	0	6	2	0	11	1	6	0	0	2	6	0	32	0
S_S5_Lp_109_v1v9_default_parsed_report.tsv	389	389	258	286	103	0	1	2	3	7	25	6	0	2	2	7	1	1	32	10	0	14	0	12	8	0	11	0	7	6	389	2	0	15	0	1	30	0	7	26	12	4	1	2	5	1	2	20	1	6	1	0	8	0	9	0	0	2	2	0	27	0
S_NS1_Ig_115_default_parsed_report.tsv	363	363	231	264	99	0	0	2	4	6	21	6	0	1	2	10	2	0	25	8	0	22	0	8	15	0	12	0	7	0	363	2	0	9	0	1	30	0	7	16	3	4	1	2	5	4	3	21	0	6	1	0	8	1	10	0	0	2	3	0	26	0
S_NS1_Bp_010_v1v9_default_parsed_report.tsv	326	326	186	232	94	1	1	1	1	7	21	6	0	1	1	3	1	0	27	3	0	15	0	10	8	0	9	0	7	0	326	2	0	10	0	0	28	0	4	21	9	7	1	0	4	0	1	21	0	5	0	0	9	0	4	0	0	2	2	0	28	0
S_NS6_Bx_038_default_parsed_report.tsv	385	385	271	271	114	1	0	2	2	4	24	6	0	2	1	8	3	0	33	5	0	9	0	16	13	0	11	0	6	5	385	2	0	15	0	1	31	0	6	25	13	5	1	2	7	0	4	23	0	6	1	0	12	1	6	0	0	2	6	0	30	0
S_NS1_Shsn_025_v1v9_default_parsed_report.tsv	389	389	260	269	120	1	1	2	4	8	25	6	0	5	2	6	1	0	34	11	0	11	0	11	7	0	18	0	8	7	389	2	0	9	0	1	28	0	6	19	3	6	1	2	7	0	3	23	0	6	3	0	15	0	8	3	0	2	7	0	27	0
S_NS6_Am_029_default_parsed_report.tsv	329	329	214	229	100	1	1	1	1	7	23	6	0	0	1	7	1	0	35	4	0	4	0	11	6	0	5	0	6	5	329	2	0	12	0	1	28	0	2	17	6	6	0	2	4	0	2	23	0	6	0	0	9	1	7	0	0	3	5	0	26	0
S_S5_Cb_096_default_parsed_report.tsv	413	413	280	304	109	1	1	1	3	6	29	6	0	2	2	10	1	0	30	11	0	24	0	12	10	0	13	0	7	7	413	2	0	15	0	2	30	0	8	28	12	4	1	2	8	4	2	21	1	6	1	0	8	0	9	0	0	2	2	0	29	0
S_S5_Sc_120_v1v9_default_parsed_report.tsv	399	399	274	274	125	1	1	2	4	7	27	6	0	5	2	6	1	0	35	11	0	15	0	10	8	0	18	0	8	7	399	2	0	8	0	1	28	0	6	19	3	8	1	2	5	1	3	23	0	6	3	0	16	0	8	3	0	2	7	0	29	0
S_S2_Cs_071_default_parsed_report.tsv	381	381	247	280	101	0	1	1	4	7	27	6	0	1	2	9	1	1	30	10	0	17	0	10	10	0	13	0	7	6	381	2	0	16	0	1	30	0	8	22	7	6	1	2	6	1	2	20	1	6	1	0	8	0	9	0	0	2	2	0	27	0
S_S5_Af_090_v1v9_default_parsed_report.tsv	327	327	212	223	104	1	0	2	1	5	22	6	0	1	1	8	3	0	30	4	0	5	0	15	7	0	10	0	6	4	327	0	0	13	0	0	30	0	6	19	6	3	1	2	4	0	4	21	0	6	1	0	5	1	8	0	0	2	4	0	30	0
S_NS6_Ca_028_v1v9_default_parsed_report.tsv	299	299	181	209	90	0	0	1	1	6	19	6	0	1	1	7	1	1	26	5	0	12	0	8	3	0	13	0	6	0	299	2	0	13	0	1	30	0	5	15	3	2	1	0	4	0	2	21	0	6	0	0	10	0	5	0	0	2	2	0	24	0
S_S5_Ea_103_v1v9_default_parsed_report.tsv	377	377	248	273	104	1	1	1	3	8	24	6	0	4	2	5	1	1	33	8	0	16	0	9	8	0	16	0	8	7	377	2	0	11	0	1	28	0	6	23	7	7	1	2	6	3	2	23	0	6	2	0	8	1	10	0	0	2	5	0	27	0
S_S2_Shsn_087_default_parsed_report.tsv	387	387	256	266	121	1	1	2	4	8	25	6	0	5	2	6	1	0	34	11	0	11	0	11	7	0	16	0	8	7	387	2	0	9	0	1	28	0	6	17	3	6	1	2	7	0	3	23	0	6	3	0	15	0	8	3	0	2	7	0	27	0
S_S2_Cc_069_v1v9_default_parsed_report.tsv	322	322	207	233	89	0	1	1	3	7	21	6	0	2	2	9	1	0	30	4	0	5	0	7	6	0	8	0	7	6	322	0	0	12	0	1	30	0	6	16	3	4	1	0	5	1	2	19	0	6	1	0	8	0	8	0	0	3	2	0	25	0
