pathway	plate1_1002R_0_M_NS6_week10_S69_	plate1_1002R_L_M_NS6_week10_S70_	plate1_1075R_0_M_NS6_week9_S72_L	plate1_184R_0_F_NS6_week10_S65_L	plate1_184R_L_F_NS6_week10_S66_L	plate1_2403R_L_F_NS6_week10_S67_	plate1_2506R_0_F_NS6_week10_S68_	plate1_3894R_0_M_NS6_week10_S71_	plate1_T1D_NS6_defined_mouse_ino	plate2_016R_0_F_NS6_week9_S79_L0	plate2_1075R_L_M_NS6_week9_S84_L	plate2_1184R_0_M_NS6_week9_S85_L	plate2_1186R_0_M_NS6_week9_S86_L	plate2_1186R_RR_M_NS6_week9_S87_	plate2_184R_0_M_NS6_week9_S88_L0	plate2_2403R_0_F_NS6_week9_S80_L	plate2_2476R_R_F_NS6_week9_S81_L	plate2_2562R_0_F_NS6_week9_S82_L	plate2_2562R_RL_F_NS6_week9_S83_	plate3_016R_0_F_NS6_week5_S1_L00	plate3_016R_R_F_NS6_Pellet_week9	plate3_1075R_RL_M_NS6_Pellet_wee	plate3_NS6_defined_inocula_S86_L	plate4_016R_R_F_NS6_week5_S1_L00	plate4_1075R_0_M_NS6_week5_S2_L0	plate4_1075R_RL_M_NS6_week5_S3_L	plate4_1184R_0_M_NS6_week5_S4_L0	plate4_1186R_0_M_NS6_week5_S5_L0	plate4_1186R_RR_M_NS6_week5_S6_L	plate4_184R_0_M_NS6_week5_S7_L00	plate4_2403R_0_F_NS6_week5_S8_L0	plate4_2476R_R_F_NS6_week5_S9_L0	plate4_2562R_0_F_NS6_week5_S10_L	plate4_2562R_RL_F_NS6_week5_S11_	plate4_NS6_defined_inocula_S86_L
ARO-PWY	18577.646705335752	16619.964904513694	14826.52189882508	16376.31472387501	16773.289723763537	17237.079789690404	15495.956746852331	16777.969103522624	16433.575959213696	18052.370706661794	15557.909709211055	17354.287732583114	18018.34408077872	18607.136295967535	20179.20113684401	18169.172501365512	16393.204487078347	16883.611316784805	15790.394515391203	13269.139693709172	12719.696657558556	13303.742351262292	22095.907627438122	9707.157692439732	8957.177466267549	11455.025599486313	9527.818181379389	9185.918736591233	9745.150802384838	9278.998675614796	10496.300613623904	9319.998098718643	10308.131226902993	8826.004169210271	14095.90275288897
ASPASN-PWY	19280.729643139195	17521.347184529906	17781.628287971253	14840.497728783032	20301.235722706093	19932.05644517383	14082.813492272	18310.951292091904	13920.648220169183	19585.45119851393	20643.84494504454	23568.84372543131	21440.842683406252	22192.421530765347	23865.51464479358	19923.312145060627	21256.875430290005	18368.281428468912	17808.826111656446	12494.595423439225	15075.02230933688	15951.938693778027	20092.631080096045	11517.439761961532	9465.203799682922	12845.981090687212	9381.733090503409	9980.350597059676	11793.176476990018	8862.554052285688	10833.214426975394	11021.658167119094	10922.005338305215	10206.878100914735	12864.421182423188
AST-PWY	215.2198427005622	97.71596165831308	92.62432990497814	75.52486355161855	100.90770111923419	68.80712362382913	560.1624625908507	112.05904070116459	741.832298562237	92.48789457966254	65.31887901284877	29.32266196686641	80.87580031147259	70.16940028049794	71.37705266740406	104.74107919930373	131.6561254674921	76.46960124781216	73.38161104451875	474.9811403761828	52.09738306821416	51.427110395981316	633.5650658404337	225.44103884290462	66.27894655994825	154.81598239082106	304.92946226652145	230.51512251778152	150.43241774210017	30.500851708148005	141.24233899544197	128.80584253084723	270.21979999578497	62.62257132152224	431.09091633856656
BIOTIN-BIOSYNTHESIS-PWY	24172.568358651715	19385.8892667295	18402.4208874145	17297.7049211141	20171.204916237202	21652.050599411672	15484.796052446056	20079.822046067424	14275.948292469044	19901.619384461737	20118.417089936498	22395.19362910297	22381.23646156838	22919.94916037245	24662.465234282885	20069.874788783727	20772.062172438928	21382.139737883677	21212.728116271937	16308.61986405706	16026.661576603712	14256.165163055573	19297.3488386483	12620.787782293508	10060.195824684266	14225.419953477967	10619.060434655474	10475.469993130324	12313.680453257726	10490.925017034497	13757.98575681187	12315.40404958205	11658.434265032975	10664.77863343953	12359.324470425501
BRANCHED-CHAIN-AA-SYN-PWY	24540.60609715941	22024.455210503605	19854.952247622517	20805.36157728132	22548.779507733263	23712.003168108822	18448.133008815574	21588.57235842133	19244.237948071026	23983.30625359026	21891.4231179341	24313.398782961503	24044.70127967414	24847.8314516871	26567.744449461752	23086.38426371258	22759.395944331456	22519.69431977114	21553.559715286723	16913.0226712475	17488.416652336367	17531.541888278494	24127.588108803517	13169.052225601139	11374.645273022325	15076.61283247483	12031.588997204015	11888.613469450425	13036.964957414553	11767.511354105465	13619.792162186764	12574.927137474835	13085.820177203072	11718.275294447209	15202.264295752833
CALVIN-PWY	24828.729618979232	22153.397768956107	22204.749330727693	19722.39488863998	25339.17201660461	24616.68833476482	18251.72235191804	24543.88436402182	23929.317064240586	26368.745645091076	23864.09276713404	27317.23225440762	28024.623436318256	28393.96108017755	31852.446163029093	23992.473442717186	23569.277028211513	22646.508242004293	21988.861719522072	17097.681466685728	17879.665609129792	19511.20951560793	31714.845969267564	13673.37058800448	12890.589899778437	16292.969153675533	13275.440094571071	12390.401168217762	14159.9238493972	11705.375095460608	14155.676090976158	13748.33163003535	14474.295648603482	13426.043881936184	20262.21192314654
CENTFERM-PWY	1173.5494211869277	557.9773031203932	538.9892921710236	426.1947114530117	572.3220439000424	392.4805790757742	2656.9072945181333	651.9709650535696	3554.879486174573	540.2120491547986	378.2593396398721	167.63093337111093	474.264415115096	413.45177118144306	413.0409076975722	607.291191601822	750.0165659600516	447.87084254518544	417.62764818521595	2105.3199404459233	301.45620036793895	306.1484881693338	3237.958105748916	1116.8640948219656	389.4445401988843	849.5133555783987	1500.3553955598265	1192.4291738768432	835.1924667171138	176.7284410053729	749.1498334078069	708.1517989818675	1423.2513419150343	360.0668124883894	2184.0086783532806
COA-PWY	19229.280065617142	17266.33095020944	15210.027267259255	16752.145898019236	17907.2772513378	18767.10270079405	15118.87773673853	16361.217844610801	16420.59849245636	18347.92336611742	17684.205303039886	19601.909624545668	18225.904158723723	18783.81231144511	20516.776655736736	19291.53849369947	18525.797999260783	17635.33849102454	17266.861944362823	13192.102138688317	14063.83679278264	13812.585598869739	23413.258515315276	10580.711155111352	8644.838926178789	11848.088335120514	9092.62938840585	9342.887406855996	10434.45029699324	9298.666961775076	10817.9498743705	9528.086353447015	9807.032814283557	8729.895065130151	14880.473486594503
COBALSYN-PWY	18585.74201306596	16674.454504776415	14891.671790595698	16097.30533263594	17251.443544443606	18072.134791031887	14574.248486657354	15808.931885695425	11567.291625518166	17652.836983068755	17258.58808769311	18931.086136614642	17692.556966209675	18172.33619869672	19769.862087825455	18676.322850262826	17783.346675823337	17164.890347568806	16785.33738786614	12823.231713788395	13621.701753094761	13456.612657162792	14356.102829759835	10347.2364679341	8355.649194714024	11474.215209770406	8827.44452684516	9170.343611031036	10228.999691593563	8995.522454499805	10543.726565010933	9220.02577706928	9515.819806436917	8507.987611564364	9268.280837921016
COLANSYN-PWY	14855.87435238692	13062.077005432237	9725.878571645679	14351.799798883292	10082.507543005044	12476.344864468418	14381.355285353733	9645.270555363442	13295.468371636927	11441.484130080238	9035.387991798825	8163.713444932651	8853.743679002939	8652.34116487289	9310.226969929741	16485.50824392094	12397.031076908193	13938.521209262513	12345.120243883655	11339.240823188515	9458.213080726397	7595.330974299837	17819.636360803586	7730.493536171833	6488.233773758639	8383.829406482715	7565.630211383076	7797.590726747746	7349.001753480152	8090.776848146559	8215.107549100168	5668.21379506917	8158.336932188639	4914.942039850311	11717.073006734972
COMPLETE-ARO-PWY	20344.84084798786	18201.51815299109	16213.222980482255	17935.89580545029	18358.98011918892	18897.552325642526	16917.758633227648	18305.050335709388	17524.294393108594	19737.052488056128	17075.14940926373	19025.242229272168	19692.454812118664	20330.79911834855	22044.124870840424	19888.159417519262	17978.405976365317	18491.547869327922	17323.722920785232	14520.945659819316	13951.436124428928	14546.107074186271	23448.563304682964	10646.904267602251	9770.996225946958	12532.699014600412	10399.18630511306	10050.149325082879	10671.20899616415	10149.951883196929	11494.935062482753	10194.983093860354	11243.468034378568	9641.050031902494	14972.202634133131
DAPLYSINESYN-PWY	18784.36787998958	17004.791934526686	17083.64468548016	15227.794137523719	18924.992976950718	17940.939039277036	14383.618294894011	19972.761907057607	18314.249511060385	20749.073308743406	17396.97495398811	20405.662907929327	21904.98003777599	22570.67711260348	24680.658413121706	17413.320287290615	16547.85882290159	16540.77208331281	15449.328601026158	13278.292932373943	12897.291331544297	15347.984884038458	25221.160159062263	9597.761355701567	10458.62814715045	12646.847799628287	10788.770927194548	9188.30569491998	10278.003348032049	9313.391906203773	11039.308153052278	10847.019218273383	11706.825103869029	10523.836414776299	15979.506091382353
DTDPRHAMSYN-PWY	26766.565083966998	23064.153554688288	20869.358761641623	21288.16537509923	25621.5158251681	25808.203923662844	17881.939604552936	24403.75493905093	23131.00631987466	28052.15358017371	25188.096065881684	28365.65356676558	28978.344241236537	29692.378975313935	31086.98791390631	23542.217870720277	25087.736850602912	24832.552117207353	24530.974098940253	17634.735540826634	18786.417501084896	17626.43074815267	29755.636161615603	14968.398229115062	13581.615242577987	17302.92155829465	13502.909160772208	13291.870313570626	15565.775033351822	11612.212611894813	14779.109817590454	14626.58458429961	15086.710766233786	14081.881674585826	18708.804602677686
ECASYN-PWY	454.5829621765691	207.48733517013628	197.2535698201692	158.7833763131636	212.20385930710492	144.28859476252663	1116.8559207558517	240.6911973515699	1447.8405550713117	198.61672635098355	139.35703775490825	60.51522074322916	172.40269069447277	150.2704005201671	150.077639823818	223.0310835387305	280.63306276112695	164.0984121093002	155.51128412647213	947.5104622770957	111.22926961818405	111.69634225313534	1256.9520476743503	466.30178898596097	142.917748018337	329.1539551563692	617.0309595550196	472.3252417695705	321.74406498746225	64.34823946750664	298.8558566275196	271.55660641081937	558.8319571212849	131.36869489350852	851.1662091655157
ENTBACSYN-PWY	1069.1002065309679	514.0770247320252	482.3900682054928	393.9395667836389	590.369784369515	362.17998135336643	2399.8127018749888	579.8343168588639	2702.316086868774	482.56512768334665	339.9301736083516	156.04248962939613	484.1311146363742	380.4302755729719	440.18401314781886	552.9644029244186	660.7472731022668	451.7295310789651	436.87690004900884	1980.9837338683535	271.94900306687856	276.7623737829641	2659.392303379323	971.8505836021417	353.27543558398463	761.9989672157565	1293.3660700428463	1057.5944433829154	703.3783165519569	164.97759611878283	680.0947418359306	620.1408950175506	1198.7991361971767	348.34995243936015	1792.4513504844995
FAO-PWY	728.0049042094408	356.07448885433746	390.69090998595755	256.62527560880983	402.3597189367532	291.29608198855027	1588.9390899638881	426.63723905842505	2837.0909271464325	320.26170679145315	272.52847565254035	133.7255847120041	247.71330047950266	223.665948345787	210.9250337294314	431.4400618992683	479.40626862046634	321.15862280703357	299.08912015095325	1270.0728904078585	226.6060214773494	232.39695960022775	2485.441230753712	693.3155264776095	244.39484840946406	510.5804866553795	838.141775733307	711.3655151666833	563.8971297579649	128.5349042358556	424.1890433477947	372.8653359331381	783.9540920114601	237.90503592496103	1681.9138472829643
FASYN-ELONG-PWY	28662.957169541118	22893.304213397816	22505.465641225434	21335.62143859481	23621.97359285453	25299.981437331895	18938.28950087654	24402.726191290232	21171.312892603313	24136.87234488984	23714.623852297205	26295.888400411608	26303.726678123112	26590.851128836584	30224.134092887878	24465.38312130521	24870.80357759252	24837.038219588878	24346.88224334314	19124.479844785852	18955.242764611754	17680.84859883451	30386.353666107778	14440.982820892346	11750.563862484572	16372.339128919566	12446.210884642764	12429.183050844238	14118.616592503595	12135.125579185467	16182.741803162546	15237.035445141273	13890.19606545231	12808.978052129083	18931.825688641333
FASYN-INITIAL-PWY	22411.643237959834	15920.021621491162	17096.13877723675	13398.382876389436	17598.997036035886	18281.274594263832	12613.576757713916	19312.59346210451	15773.566159786176	16225.841615660356	16362.02580413638	18735.9550746156	20392.688842604857	20391.743910147085	24506.943090634246	15937.604606038238	17120.496240168453	19217.83079113664	19359.907434524255	14659.604393448333	13356.206882171042	10875.418313549104	22610.08536679759	10933.138562282245	8850.179783131935	12784.91627856028	9712.579172729755	8578.35129690816	10244.6050640233	9197.011577791636	12767.684508758877	11599.737189613945	10604.776919787511	9986.655497565987	13989.986886681396
FERMENTATION-PWY	11268.41236820603	9877.853487187298	10387.851646307707	9236.501006315422	12207.373696588598	10673.09655971409	10727.981511232345	13257.314262545322	14510.668782154315	13374.25980543114	10331.81679199221	12433.43438872852	14259.714611019695	14715.659617363257	16911.286253340848	11855.647599796508	10029.250707618523	9542.170101863247	8931.844157514237	8411.128969115687	7463.610961967495	10066.785641919596	20150.757238557562	5757.493989246691	6782.538875409934	7894.95560896988	7122.636860671686	6022.3932195992265	6597.415115313997	5507.882275435247	6876.92641940601	6331.949332077802	7614.37347463793	6519.826163028035	12896.106184636308
FOLSYN-PWY	20909.665074010434	18800.774570732952	17259.149716813303	17600.104593977743	19485.090202590793	20675.026823899527	16114.964404458264	17988.436289412897	16282.815245150412	20569.03002963995	19390.329213715824	21542.542792402823	20617.2835605261	21241.136192462058	22863.387800328164	20766.14300934327	20567.461175497752	19615.502059691393	18655.17911076572	14293.394055499224	15398.218765780572	15025.93894575294	22856.919863825904	11580.57713540918	9681.246518736682	12947.90499656783	10001.121256438551	10404.048109527428	11509.029251681151	10007.521591719002	11455.691952702955	10864.971224757695	11268.822612967393	9938.08279114049	14530.936692367177
FUC-RHAMCAT-PWY	11580.636006087821	10113.767325317365	10593.47464924363	8055.3832004605665	10541.825533472234	10764.014218408112	8031.73748321304	11568.62281370065	7586.623820131862	10412.021124850708	9391.923716727933	10777.873871421432	12827.091664994825	13248.71029047719	14163.878652091038	9764.203596880337	9467.49534348606	9695.755796808224	8916.606790396598	8246.020877806915	7351.582101396228	8845.542588168688	9443.115422196124	5493.721508451902	5431.39241361866	7136.8124004456895	6149.432856177129	5185.776022047765	5468.05952417392	5356.377465678925	6704.585808176454	6519.682306169102	6467.86336987915	5964.443003886831	5942.3516597874095
FUCCAT-PWY	12009.339567387073	10506.876543905397	9946.502913759205	10589.535354762716	10263.918427872892	10791.702988843032	9613.269547808764	11653.438356268529	9327.059937983986	12960.019235038302	8538.891554196327	10197.533939611374	14168.820435263015	14232.196442434435	15743.946696121859	9676.057022673354	8563.848168972105	10705.621898796122	9427.289607005112	9079.554613306851	6990.367730229305	8347.23828068267	10734.338186993711	5524.905147404237	5766.170089185498	6983.777652288254	6536.495557138848	5555.390678811199	5263.060236072026	6235.585296782292	6906.628913761935	6105.880123702923	6866.6422087513265	5881.414504561397	6733.489931899572
GALACT-GLUCUROCAT-PWY	20711.16750953018	17224.08290436811	17067.416303437745	15871.350538321725	19495.30238545678	18801.807129973735	13754.718543454934	19680.606535755767	14388.67906872242	19987.02120814335	19114.223896273747	21709.123139641666	21378.24346221614	22071.737938258655	24317.36345303544	18016.394543001068	18718.920795018086	18348.365543979777	18072.81345518548	13811.328836679522	14355.82807009238	14846.815582141518	18181.91900170255	11157.281634274788	9547.10367243676	12857.871890030081	9842.055015041335	9383.93139719248	11096.727597708243	9215.932722209527	12013.09092220542	10958.006828439244	10789.840019858953	10074.036662346683	11449.873087878394
GALACTARDEG-PWY	7358.419593164657	6538.0789526585895	7989.068609756503	5119.991882681366	7617.259745370172	6891.879873340426	6156.403294972541	8689.846734613675	8036.173550899155	9121.904707890184	6313.465950326846	7888.693217868625	10046.120403604682	10237.116896150876	11198.060905805669	7293.065958347746	6907.363919748697	7256.730400690482	5659.815523663844	5099.5367133123555	4764.414379940871	6332.756846630988	10599.114078008553	3479.335482567126	4763.511515274016	5002.840844425528	4644.127930642754	4141.008959949842	4253.30800771641	3713.2602969202726	4103.770542829205	4893.139409783462	5730.8779906279005	4899.955549201399	6784.710373187888
GALACTUROCAT-PWY	21181.181073028944	19384.817761689475	17992.720489986834	16295.625271660763	19968.915301782054	21086.922966516475	15324.764116512528	19165.533220232588	15278.741204384532	21801.07970933266	19642.452461565517	21998.407720774187	23233.63454507079	24162.99976242783	24469.954433852283	20134.876466430276	20860.642586386613	19274.22934218706	18537.23938338794	14376.549777351314	15324.176823729269	16300.490433022374	21564.999105698316	11487.978581054136	9400.049783334929	12945.596345716569	9843.98462678338	10520.360050003284	11912.466968516559	9606.5837097518	11966.11792194943	11121.426689731423	10861.482450751892	10083.442006419758	13517.561799603649
GLCMANNANAUT-PWY	8379.095672362997	7342.331924897343	9062.686348458525	6295.335361627247	8558.835732725905	8563.336701996774	7783.651518936924	10287.275923465455	11455.120092979629	11317.249657666702	7130.294592423134	8771.334147146843	11578.645301542976	11753.658593171771	14298.002419325412	9087.769931327899	7068.9124156054495	7504.488007744343	6222.926445580101	6168.740144247936	5232.874481474128	6824.629748050301	16704.13722618722	4167.604876721241	5685.758453191277	6058.088360111727	5882.029384548458	4616.725156353774	4662.661454061665	4288.209143074295	4553.474757866683	5352.977841418108	6537.655687744613	5735.570670858745	10969.217200382069
GLUCARDEG-PWY	5954.621562765206	4215.799320330199	5376.4997387109415	3126.7432064204586	4354.403955097679	5021.5975182524435	3750.1738839755144	5426.858780646759	4187.736576270981	4705.854100357484	3864.8668525444714	4482.653397163116	5730.088878158383	5749.357036586306	7414.679926076429	4241.811437297279	4368.386163126372	4985.673758737693	4297.591963940263	4265.53015183042	3337.112364401573	3025.694156085547	4086.4957928761974	2693.064165135462	1753.6085727067698	3175.3073891926133	2686.9320644203326	2311.8946726696913	2322.0539047497487	2400.2588899688776	3143.218780734691	3266.369550730413	2722.950374486765	2606.417037355158	2716.5188103865544
GLUCARGALACTSUPER-PWY	7358.419593164657	6538.0789526585895	7989.068609756503	5119.991882681366	7617.259745370172	6891.879873340426	6156.403294972541	8689.846734613675	8036.173550899155	9121.904707890184	6313.465950326846	7888.693217868625	10046.120403604682	10237.116896150876	11198.060905805669	7293.065958347746	6907.363919748697	7256.730400690482	5659.815523663844	5099.5367133123555	4764.414379940871	6332.756846630988	10599.114078008553	3479.335482567126	4763.511515274016	5002.840844425528	4644.127930642754	4141.008959949842	4253.30800771641	3713.2602969202726	4103.770542829205	4893.139409783462	5730.8779906279005	4899.955549201399	6784.710373187888
GLUCONEO-PWY	23209.980979558106	20705.82640287423	18962.7854357205	19205.840839163546	22204.28250389301	22970.848140628023	17449.17831836307	20738.26491970277	19810.21671703699	23504.185479804106	21922.89941877869	24618.795133973137	24059.582392892746	24813.61337533794	26327.495535263715	22290.02332257318	22453.395115571107	21295.240344839323	20707.44704367368	15981.002192542854	16960.61003739371	17112.671545750516	27244.501222769723	12823.473772624138	10803.725193976594	14589.047294479438	11405.56396415929	11387.985923760794	12966.20896829663	10703.696925123455	12976.444421570184	12146.820927338067	12451.953799379024	11151.469309857677	17268.48943007519
GLUCOSE1PMETAB-PWY	31606.860082419993	28310.702586905754	33107.43057616011	25250.12995735635	34013.28680758152	32818.92979975415	22574.398951838026	32223.432898469044	24069.224768680644	29730.598695824072	34430.85913704909	39433.66386905831	32197.951580846675	33696.84682493366	40966.27103238247	31079.960959452957	33758.1276129322	28737.71697647206	30094.692566506303	21645.30219778162	25605.97316060392	27832.661072403826	34160.35220180019	19974.63341220171	16431.11085121386	22486.45666388349	17140.172316044238	15419.465542670467	18004.617312589846	15967.959795435168	18524.128888061765	20160.717494168206	19271.10885051698	18620.85127969581	21164.795263963406
GLUCUROCAT-PWY	20995.479062762017	16997.10102515579	17608.955005243424	16581.667638406616	20253.105769663332	18348.979072914757	13917.45939165186	20921.124136166396	14958.639765989634	19957.535648217727	19529.149734389823	22272.769175238216	21303.90896489926	21885.433021114346	25918.607838060394	17951.096623819496	18341.82288329748	18349.486139843088	19005.097433802795	14132.162444068483	14445.795651424518	14902.312724698844	18660.891578698305	11589.474325373412	10250.632093034948	13500.897806315395	10635.168531684045	9303.075760487507	11166.3751499572	9775.403097221768	12701.751736197886	11417.65535299886	11266.986030464883	10866.620128981649	11732.085706169495
GLUTORN-PWY	18021.386118485596	16084.159597335449	14580.185333241223	16022.722150964242	17057.045318605764	17330.042392470958	14352.694116065799	15510.630002518496	14606.898754408181	17441.953366480127	16879.0222496864	19024.8172255915	17790.846240951774	18230.106159577655	20053.846430689286	16053.000164334859	16792.667266900204	15948.26199782722	15543.057062976255	13287.113783547888	12894.521043622792	13118.579288781833	18788.46452927063	9705.686044370852	7935.101708966345	10939.510149486558	9053.480071852819	8636.9901271565	9407.265415184926	8706.218740133309	10048.838511259015	9265.118750963107	9364.581984616641	8528.288466205135	11685.147001022662
