pathway	plate1_1002R_0_M_NS6_week10_S69_	plate1_1002R_L_M_NS6_week10_S70_	plate1_1075R_0_M_NS6_week9_S72_L	plate1_184R_0_F_NS6_week10_S65_L	plate1_184R_L_F_NS6_week10_S66_L	plate1_2403R_L_F_NS6_week10_S67_	plate1_2506R_0_F_NS6_week10_S68_	plate1_3894R_0_M_NS6_week10_S71_	plate1_T1D_NS6_defined_mouse_ino	plate2_016R_0_F_NS6_week9_S79_L0	plate2_1075R_L_M_NS6_week9_S84_L	plate2_1184R_0_M_NS6_week9_S85_L	plate2_1186R_0_M_NS6_week9_S86_L	plate2_1186R_RR_M_NS6_week9_S87_	plate2_184R_0_M_NS6_week9_S88_L0	plate2_2403R_0_F_NS6_week9_S80_L	plate2_2476R_R_F_NS6_week9_S81_L	plate2_2562R_0_F_NS6_week9_S82_L	plate2_2562R_RL_F_NS6_week9_S83_	plate3_016R_0_F_NS6_week5_S1_L00	plate3_016R_R_F_NS6_Pellet_week9	plate3_1075R_RL_M_NS6_Pellet_wee	plate3_NS6_defined_inocula_S86_L	plate4_016R_R_F_NS6_week5_S1_L00	plate4_1075R_0_M_NS6_week5_S2_L0	plate4_1075R_RL_M_NS6_week5_S3_L	plate4_1184R_0_M_NS6_week5_S4_L0	plate4_1186R_0_M_NS6_week5_S5_L0	plate4_1186R_RR_M_NS6_week5_S6_L	plate4_184R_0_M_NS6_week5_S7_L00	plate4_2403R_0_F_NS6_week5_S8_L0	plate4_2476R_R_F_NS6_week5_S9_L0	plate4_2562R_0_F_NS6_week5_S10_L	plate4_2562R_RL_F_NS6_week5_S11_	plate4_NS6_defined_inocula_S86_L
FASYN-INITIAL-PWY	0.0021558919238635053	0.0	8.858676929535201e-09	0.0	0.0	0.0	0.0	0.7154849108340606	0.0	0.0	0.0	0.0	2.4999999999997936e-16	0.0	0.6032306358580732	0.0	0.0	6.229274439580831e-15	0.0004376307289013425	8.499999999999957e-15	0.0	0.0	0.0	0.0	0.0	7.499999999999975e-16	0.0	0.0	0.0	0.0	0.5607813969063944	0.16749106668109787	2.4999999999999484e-16	1.3355332654554822e-05	0.0
GALACT-GLUCUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999693604243908	0.0	0.0	0.0	4.5e-16	0.0	0.0	0.910534836051235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9767113689489154e-12	3.597555841226771e-14	0.0	0.0	0.0	0.0	2.5813326706837135e-09	7.358415732499336e-07	0.0	2.03762237481543e-08	0.0
GALACTUROCAT-PWY	0.002566983371343523	0.9175709161465904	0.9999999999990233	0.0	0.8937389370388602	0.9998633623896099	0.0	0.9999883694300767	3.670953270846058e-12	1.0	0.980409693165503	0.9999998171632811	1.0	1.0	1.0	0.0	0.9999999998246608	0.002197033256881417	0.03509786567622783	1.5456249999856663e-11	0.6428945690663764	0.9999999990102377	5.102409153571905e-09	0.037551750361537746	4.062049999900998e-11	0.004918373115842816	5.6002499999811825e-12	0.6677600726601884	0.9999823297700078	2.5e-16	0.06339603067882985	0.9998286290608545	3.685583894988101e-07	0.8516101271343549	5.871249999879267e-12
GLUCONEO-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5847618406681291e-15	0.0
GLUCOSE1PMETAB-PWY	1.0	1.0	1.0	0.9999923873938424	1.0	1.0	0.9999999889842425	1.0	0.9999999999879625	0.9999999999999998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GLUCUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3e-16	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.417542953356305e-06	9.212999999994343e-13	2.0718955813816574e-08	0.0	0.0	0.0	0.04531942031180218	0.00021012703470257285	0.0	0.9400640061457933	0.0
GLUTORN-PWY	0.0	0.0	0.0	0.00040047309107155626	0.0	0.0	0.34918899093188044	0.0	0.0	0.0	0.0	2.58880525638653e-07	2.499999999999999e-16	0.0	3.5734599914392413e-09	0.0	0.0	0.0	0.0	0.5591817526254806	0.0	0.0	0.0	0.0	0.0	0.0	0.23393440822037082	0.0	0.0	1.836456369604971e-05	0.0	0.0	0.0	4.050499999989549e-12	0.0
GLYCOCAT-PWY	0.9999928426093982	0.9999999999999878	0.8264693387762249	0.9999998027932768	0.8009057411690916	1.0	1.0	0.0015751071915748496	1.0	0.9999999999961404	0.9418635758781714	0.9381375393463457	0.9999999881620288	0.9999999956467209	0.22757361762735653	1.0	0.9999999999999998	1.0	0.9977658384871407	0.9742037814193397	0.9999986952787056	0.9077430796318314	1.0	0.8717520907820914	0.7027885217812725	0.8754989902987623	0.7688637277957614	0.9999999972235605	0.9999892580953994	0.999998937982599	0.725669084335288	0.0003312881521309005	0.9692557636248649	0.0007359710519053433	1.0
GLYCOGENSYNTH-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8234339183486213e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.021072366374528e-13	0.0	0.0
GLYCOLYSIS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414399546184145e-14	0.0
HISTSYN-PWY	0.4129312570357454	0.9786078883240646	0.8750246097967793	0.9904347012778337	0.8532836703548677	0.997097516739102	0.2717685250635284	0.8583473056897404	0.09063283200992078	0.9716362003066842	0.9416823918315035	0.9215018124571566	0.7762970687567785	0.9011616786780616	0.8167951995195004	0.07149727921759749	0.4815114309589727	0.6590323475543483	0.9798044058805344	0.47353652994573975	0.9896512440222217	0.9530707552925834	4.796608968914138e-05	0.8671072699687065	0.7072313777636491	0.879403350581271	0.8831002517063351	0.5572612829459019	0.5673445023374135	0.9767032056722504	0.5927780494289351	0.4401702145054841	0.6093338265535946	0.9046870249326399	0.0001932848702196481
ILEUSYN-PWY	0.8757747196122144	0.9996795941881951	0.9962514929041213	0.9999769036802645	0.9548494122554516	0.9995637985084408	0.9999999918504535	0.9355184816452037	0.9999999999992286	0.9917852329019339	0.9778803147458778	0.9846672357966342	0.9399128899743049	0.970704532292456	0.945594632991514	0.9999997810285288	0.9996173925353697	0.9996591350567724	0.9959350198120581	0.8076395125022239	0.9987054411288703	0.9750255287910709	1.0	0.9750383088239568	0.9967772964757089	0.9899043086909861	0.9854948653538138	0.996185190600414	0.9774079205455847	0.999994584854173	0.7693894073239076	0.7666421243121994	0.9989349569021032	0.9701933902336315	1.0
NAGLIPASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.999999999999995e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NONOXIPENT-PWY	0.9999999999661484	0.9999999999999993	0.999999999999146	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999847065	0.9999999911254017	0.9999999999999942	0.9999999345846403	0.9999999999999747	1.0	1.0	0.9999998285109976	0.999999999999599	0.9999999999999487	0.9999999999899098	0.9999997371713072	0.9999999967381319	0.9999999999997808	0.999999999991189	0.999874003065639	0.9999999390177018	0.999999997898426	1.0
P108-PWY	0.9521518006274915	0.9996812092755243	0.8701765204250662	0.999999999522271	0.0064335847125901935	0.9999997992015791	0.07103142673959952	0.999999999999584	1.0217039999304079e-10	0.9999999881482972	0.9999999666060295	0.9999999997732081	0.9739373007980884	0.9999999999672383	0.7509881179349923	0.8976396649255954	0.9100283994712443	0.08842533283124887	0.9807181827006289	0.07507183814629746	0.9999868318809869	0.999999999997506	0.0	0.8993936727161664	0.9631953663474708	0.9913973364789627	0.5154269935443446	0.012411646291933831	0.9677537133937117	0.994894411634978	0.9999621213520692	0.17928249295509766	0.0044438921274468175	0.7873147979025917	0.0
P42-PWY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PANTO-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTOSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.999999999999979e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY	0.0	0.0	0.013415623522810774	0.0	0.0006742928941581608	0.0	0.0	0.007196709855323496	0.9999956766058448	1.1048949990213012e-09	0.1728976391013717	0.9941613693758303	0.0003023571562469857	0.6453842658147553	0.6273147489031998	0.0	4.187903282791046e-05	0.0	0.0	0.0	2.1230223393257342e-07	0.24757316823793352	1.0	0.0	0.07183132379128428	8.389383079404961e-06	4.589999999998312e-13	0.0	3.5366816448561892e-06	0.0	0.0	0.08503015736233498	0.01830155600940799	0.7110697804208981	1.0
PHOSLIPSYN-PWY	0.0	0.0	0.0	0.00046281797057553755	0.0	0.0	0.9980927137029376	0.0	0.00476657538976411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8264809916763733e-09	0.0	0.0	0.9540744037554753	0.0	0.0	0.0	3.328214999099697e-10	0.0	0.0	0.014352130108292449	0.0	0.0	1.149999999926898e-14	0.0	0.9970002833106051
POLYISOPRENSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5999999999999806e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.999999979429425e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2942	0.9214493338371598	0.9998197972014576	0.9976423385315235	0.9999828994123923	0.9678420638179926	0.9997211482334335	0.9999999966026044	0.9570156231934238	1.0	0.993624645806116	0.9831858526916977	0.9872143621148056	0.9497704352011019	0.9785578713343894	0.9534236965773492	0.9999998832155479	0.9997659068862269	0.9997705979643693	0.9967779819278567	0.8628244078567442	0.9989534995863206	0.9809281390723201	1.0	0.9830178933660811	0.9975632175194373	0.9935540363570646	0.9902745064994034	0.997736185891295	0.9856457768903368	0.9999963582354086	0.8177235235887047	0.8138976743869791	0.9993913592985914	0.9759728792348564	1.0
PWY-3001	0.0	0.0	3.8424999999876345e-12	0.0	3.49999999999999e-15	0.0	0.0	0.0	0.06690313760393442	0.0	1.8599999999997154e-13	0.004694614810762443	3.519999999998894e-13	1.0830999999901853e-11	3.299999999999041e-13	0.0	0.0	0.0	0.0	0.0	0.0	6.141999999969093e-12	0.0	0.0	1.599999999999978e-14	0.0	0.0	0.0	0.0	0.0	0.0	3.2230059876928826e-09	0.0	0.002318730495366117	0.0
PWY-5097	0.987404794787462	0.9999654110714239	0.9994453936015849	0.9999970806178069	0.9898674578596636	0.9999136273748569	1.0	0.9869922498699084	1.0	0.99846911093255	0.993589299900244	0.9933963155113688	0.9827037104590555	0.9914368429194761	0.9823272759789625	0.999999989300973	0.9999755835603897	0.9999451758000191	0.9991241074618427	0.9996568285110292	0.9996856323895181	0.9921554573043391	1.0	0.9996429933564074	0.9995076945750785	0.999519290718102	0.999985278949782	0.9999867536257998	0.998763478871025	0.9999986864380851	0.9619307693188589	0.9577559181657819	0.9999991351194455	0.9929578126607528	1.0
PWY-5100	2.859999999999959e-14	0.007962158834625864	0.9999906827454047	0.0	0.9971195090843731	0.0009044781541084379	0.5482918641356069	0.9999999999999973	1.0	0.9999999469488629	0.9309334887811697	0.9999999999990685	1.0	1.0	1.0	0.7033062348400201	0.9999999999999998	0.8907496992288836	0.0	0.0	2.514126939958247e-07	0.9999950303181236	1.0	7.739562966957094e-07	0.9999999999905986	0.6682208538599829	0.7765801811094878	0.9998943514426742	0.999995648232032	1.3071987991456157e-09	2e-16	0.9998094423795479	1.0	0.9999999999375606	1.0
PWY-5101	0.8980877603814594	0.9997436589239219	0.9969989444276754	0.9999815228588608	0.9635503855008214	0.9996510083606177	0.9999999934803626	0.94774083525806	0.9999999999993829	0.9934173713693283	0.982225619054281	0.9876960579488592	0.9513456116623887	0.9764255006370027	0.9559969054919675	0.9999998248228154	0.9996938906043479	0.9997272894539249	0.9967453698482293	0.8399543168762598	0.9989640846924258	0.9799201261867712	1.0	0.9799304530927772	0.9974201743779421	0.9919071062814331	0.9883621305102623	0.9969458222591406	0.9818443014395822	0.9999956678786466	0.8065910975338141	0.8041742009557951	0.9991477839923272	0.9760117102687085	1.0
PWY-5103	0.4187849264458071	0.9800091654940222	0.8872352030343842	0.9895518674186081	0.8358485418008602	0.9959197283180444	0.35899345433535385	0.855461529987317	0.034609304326844885	0.9740356797488046	0.9440652714889715	0.915055277413543	0.7937961179945395	0.9098329656214356	0.8082927999091799	0.08690253888744796	0.5277453437267611	0.715381680871353	0.9799812431404389	0.5044733629576631	0.9896275424726443	0.9584208878881586	0.0	0.89708681825136	0.8445567218099331	0.9192410615174321	0.9438060727151004	0.6443964191994136	0.666949099610952	0.9857242293070884	0.6069872058356814	0.4383766559225185	0.7156215414574321	0.9171510370554992	0.0
PWY-5104	0.8980877603814594	0.9997436589239219	0.9969989444276754	0.9999815228588608	0.9635503855008214	0.9996510083606177	0.9999999934803626	0.94774083525806	0.9999999999993829	0.9934173713693283	0.982225619054281	0.9876960579488592	0.9513456116623887	0.9764255006370027	0.9559969054919675	0.9999998248228154	0.9996938906043479	0.9997272894539249	0.9967453698482293	0.8399543168762598	0.9989640846924258	0.9799201261867712	1.0	0.9799304530927772	0.9974201743779421	0.9919071062814331	0.9883621305102623	0.9969458222591406	0.9818443014395822	0.9999956678786466	0.8065910975338141	0.8041742009557951	0.9991477839923272	0.9760117102687085	1.0
PWY-5484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.349652354301795e-15	0.0
PWY-5659	0.9999998782315089	0.9999999999794351	1.0	1.0	1.0	0.9999999999994929	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999729407753	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999769	0.999999999984275	1.0	0.9999999999946763	1.0	1.0	1.0	1.0
PWY-5667	0.9651095338593674	0.9999944852641475	0.9991459989623039	0.9999999286432975	0.9926820075684442	0.9999973553230123	1.0	0.9965548901988199	1.0	0.9999928228808816	0.9949937580913201	0.9994267399138482	0.9953502635058913	0.99970723000828	0.9974006779743582	0.9999999971789304	0.9999999698202935	0.9999992980641144	0.9997833185993504	0.8081569869909874	0.9999885365934597	0.9959234676737316	1.0	0.9774212369147388	0.9998134046726742	0.9976343973788613	0.9949564161394212	0.9984242926321437	0.9922634971361513	0.9999997220530341	0.797886979328188	0.9008232515653517	0.9999525166295021	0.9888146177661354	1.0
PWY-5686	0.9939802978391071	0.9999902120944592	1.0	0.9999999999999893	0.9999999999998584	0.999990083058141	0.9999999999994148	1.0	1.0	0.9999999768844138	0.9999999999205741	0.9999999999999951	0.9997134015379986	0.9998638945598813	1.0	0.9999999999598265	0.9999803607611146	0.9999999837829492	0.9999999999167904	0.9982659621616327	0.999999999922729	0.9999999999999529	1.0	0.9999999414708847	1.0	0.9999999999999813	1.0	0.9999778736025594	0.9999588099226082	1.0	0.9991043987784284	0.9999999999998551	1.0	1.0	1.0
PWY-5695	0.5186247521319138	0.999357410903481	1.0	0.09208810591604703	1.0	0.9999999999999989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.031087469987782224	0.3739000420282922	2.449802972229023e-06	0.9999999983503334	1.0	1.0	0.9781925457795603	1.0	1.0	1.0	0.9914762281309246	1.0	0.9919649021076842	0.999998719950386	0.9999999975111711	1.0	1.0	1.0
PWY-5913	0.009644436144335551	4.611841053654608e-08	0.0	0.39735426162808857	0.0	0.0	0.010020375520187901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0399999999999792e-14	9.142739999582051e-11	0.20026617385602646	0.0	0.0	0.0	0.0	0.0	0.0	0.6577505740851399	0.0	0.0	0.7938159679342011	0.38572352114999564	0.0	0.0	0.0	0.0
PWY-5941	0.9999856853212523	0.9999999999999756	0.704258837101342	0.9999996055866313	0.6679255907287538	1.0	1.0	0.0007881743253114311	0.9996599911339092	0.9999999999922806	0.8901154467486035	0.8834831007858148	0.999999976324058	0.999999991293442	0.12839665437766565	1.0	1.0	1.0	0.9955416376757967	0.9497049840633003	0.9999973905608157	0.8310710261518481	1.0	0.7726600542839757	0.5417686580651522	0.7785666555616243	0.6245155350830335	0.9999999944471298	0.9999785164215732	0.9999978759674537	0.5694510549928604	0.0001656715185710743	0.9403455575298587	0.00036812098914847764	1.0
PWY-5973	0.9617105744630011	0.9999189085397947	0.9984786368475751	0.9999972660633463	0.990356972773507	0.9999405342223927	0.9999999971800214	0.9645148024589064	1.0	0.9974525664742211	0.9910914544305482	0.9970757589406168	0.9721850569564736	0.9867434746255995	0.9861877495905697	0.9999999791926328	0.9999391300022369	0.9998799592785246	0.9990192081653009	0.9547043331759063	0.9994422845220257	0.9816297989842381	1.0	0.9935299306452322	0.9971985058998922	0.996370239146044	0.9911698719975384	0.9983616296529042	0.9892849877061973	0.9999977464994715	0.8838246090685852	0.93831891287568	0.9994879930941263	0.98840161738628	1.0
PWY-5989	0.9999999952939648	0.0	0.6682158552846449	0.0	0.0	0.0	0.0	0.7511020740322294	0.0	0.0	0.0	0.0	3e-16	0.0	0.6459458927116197	0.0	0.0	1.1270999999991531e-12	0.0005315109500692774	0.9969232037126762	0.0	0.0	0.0	0.0	0.0	8.999999999999994e-16	0.0	0.0	0.0	0.0	0.9999999999999926	0.9999999999999994	3e-16	1.602639884286393e-05	0.0
PWY-6121	0.9999999999987779	1.0	1.0	0.9999999999999986	0.9999999999999624	1.0	1.0	1.0	1.0	1.0	0.9999999999617171	0.9999999999999982	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999980869	0.9999999702220472	0.9999999999991609	0.999999999999989	1.0	0.999999963536408	1.0	0.9999999999999958	1.0	1.0	0.9999999999952014	1.0	0.9998794046529512	1.0	1.0	1.0	1.0
PWY-6122	0.9999999999984723	1.0	1.0	0.9999999999999982	0.9999999999999529	1.0	1.0	1.0	1.0	1.0	0.9999999999521463	0.9999999999999978	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999760862	0.9999999627775593	0.9999999999989511	0.9999999999999862	1.0	0.9999999544205104	1.0	0.9999999999999947	1.0	1.0	0.9999999999940017	1.0	0.9998492603608138	1.0	1.0	1.0	1.0
PWY-6123	0.9136056941174175	0.999786373309719	0.9974978688506247	0.9999846023349666	0.9694396692046069	0.9997091567168691	0.9999999945669689	0.9560680549225102	0.9999999999994857	0.9945084513368642	0.9851440065277097	0.9897256457808948	0.959123203799266	0.9802770909128838	0.9630598410255572	0.9999998540190086	0.9997448958219922	0.9997727308818232	0.997286336210164	0.862973514483458	0.9991365881733487	0.9832105835951739	1.0	0.9832192472153871	0.997849220542293	0.9932468130972165	0.9902829277554512	0.9974535556670172	0.9848243303858201	0.9999963898962656	0.8334559125621301	0.831306063305304	0.9992897191081483	0.9799295157922199	1.0
PWY-6147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015676452032615636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14014601490481485
